task,stage,network,train_size,total_epochs,seed,structures,atoms,mae_atom,rmse_atom,neutrality_abs_mean,raw_neutrality_abs_mean,mean_abs_charge_correction,element_mae_Cs,element_rmse_Cs,element_mae_I,element_rmse_I,element_mae_Pb,element_rmse_Pb,mode,run_id
temperature,temperature_ood_0600K,small,20,300,0,100,32000,0.025770923831325492,0.037240653831963164,6.148415110374117e-15,1.5822315484285354,0.004944473588839172,0.034842434675025284,0.04596240767441003,0.018890432350259896,0.027707512166013904,0.03734088743082248,0.05018635151754381,baseline,temperature__temperature_low_train__baseline__small__n020_te0300_r1_seed0
temperature,temperature_ood_0900K,small,20,300,0,100,32000,0.04097548760462669,0.06289470196050137,6.556977183436175e-15,6.728644720464945,0.021027014751452952,0.042779643252550154,0.059507986264076086,0.03268399912308086,0.05378216892413456,0.06404579740134068,0.08694798538059159,baseline,temperature__temperature_low_train__baseline__small__n020_te0300_r1_seed0
temperature,temperature_ood_1200K,small,20,300,0,100,32000,0.06748183853748632,0.1238680187488858,5.453415496958769e-15,12.040241245031357,0.03762575389072299,0.06035409229230572,0.08846773577703725,0.05697255874456945,0.13065672989796467,0.10613742416141758,0.13295242332303253,baseline,temperature__temperature_low_train__baseline__small__n020_te0300_r1_seed0
temperature,temperature_ood_0600K,small,20,300,1,100,32000,0.02026683008056716,0.030647046376490742,6.027400800689975e-15,1.336092365682125,0.0041752886427566405,0.029819050083373443,0.03833360683986693,0.014422035952932977,0.022047837448806066,0.028248992460663428,0.04205259131318132,baseline,temperature__temperature_low_train__baseline__small__n020_te0300_r1_seed1
temperature,temperature_ood_0900K,small,20,300,1,100,32000,0.03173530270174378,0.052430004938127286,5.054290319606025e-15,3.580093644708395,0.011187792639713734,0.034778310505585976,0.046491899730308664,0.02380227831135077,0.042972408168575726,0.052491368069080634,0.07773767913378404,baseline,temperature__temperature_low_train__baseline__small__n020_te0300_r1_seed1
temperature,temperature_ood_1200K,small,20,300,1,100,32000,0.05723128390026686,0.11812389261096838,6.3438143627081445e-15,4.743288694322109,0.014822777169756591,0.04619491390218901,0.06462451424797948,0.045409614440208926,0.10780652836317993,0.10373266227851854,0.17528034548370588,baseline,temperature__temperature_low_train__baseline__small__n020_te0300_r1_seed1
temperature,temperature_ood_0600K,small,20,300,2,100,32000,0.027556837012452887,0.03946503203522106,5.250244683452365e-15,0.9935162751376629,0.0031047383598051966,0.0431726729341317,0.056522532725385474,0.01864423822958391,0.025541556262986577,0.03867879743938101,0.05133745000491283,baseline,temperature__temperature_low_train__baseline__small__n020_te0300_r1_seed2
temperature,temperature_ood_0900K,small,20,300,2,100,32000,0.039204629954832496,0.058690373552171556,5.701827898718648e-15,3.962350854575634,0.012382346420548857,0.05033041802710794,0.06800089530970946,0.027020094017396332,0.040687782345013655,0.06463244969486551,0.08736241227827625,baseline,temperature__temperature_low_train__baseline__small__n020_te0300_r1_seed2
temperature,temperature_ood_1200K,small,20,300,2,100,32000,0.06576535972691272,0.11283254899901654,6.139533326177115e-15,6.051634178515524,0.01891135680786101,0.06493109518836628,0.0922876962057763,0.0472265430460493,0.08204294194358708,0.12221607430804943,0.18693787398178915,baseline,temperature__temperature_low_train__baseline__small__n020_te0300_r1_seed2
temperature,temperature_ood_0600K,small,20,600,0,100,32000,0.016297694916964974,0.025202131405927843,5.241362899255364e-15,1.2427561509609222,0.003883612971752882,0.02161565117898863,0.027955570811197854,0.011443814493948596,0.020376457256646746,0.025541379923990457,0.03389134353537079,baseline,temperature__temperature_low_train__baseline__small__n020_te0600_r1_seed0
