task,stage,network,train_size,total_epochs,seed,structures,atoms,mae_atom,rmse_atom,neutrality_abs_mean,raw_neutrality_abs_mean,mean_abs_charge_correction,element_mae_Cs,element_rmse_Cs,element_mae_I,element_rmse_I,element_mae_Pb,element_rmse_Pb,mode,run_id
temperature,temperature_ood_0600K,medium,20,300,0,100,32000,0.01943280722523341,0.0331178628299421,4.517497487199762e-15,0.9294336694478988,0.002904480217024684,0.02974279454769567,0.03898566715825422,0.014726775522906492,0.030612745435877272,0.023240915009751915,0.03395086742595314,baseline,temperature__temperature_low_train__baseline__medium__n020_te0300_r1_seed0
temperature,temperature_ood_0900K,medium,20,300,0,100,32000,0.031985314587678296,0.08961873129188595,5.4456439357863925e-15,4.084726723879576,0.012764771012123675,0.03596341860402026,0.04802362737104389,0.02827252315458706,0.10725577909486038,0.039145584870610046,0.057791952365592855,baseline,temperature__temperature_low_train__baseline__medium__n020_te0300_r1_seed0
temperature,temperature_ood_1200K,medium,20,300,0,100,32000,0.06253493614259605,0.27816790148648574,6.9028116556069105e-15,7.197909790724516,0.022493468096014112,0.04948590803237858,0.06909022445049982,0.06379805091337949,0.3516117876385218,0.07179461994046324,0.10592875130617271,baseline,temperature__temperature_low_train__baseline__medium__n020_te0300_r1_seed0
temperature,temperature_ood_0600K,medium,20,300,1,100,32000,0.016191216887166956,0.03385265334845918,6.625811010962934e-15,0.6121037663519384,0.0019128242698498075,0.026588746435139907,0.03520822823073623,0.01118368690944044,0.0317445596727586,0.02081627727237355,0.038304570902897704,baseline,temperature__temperature_low_train__baseline__medium__n020_te0300_r1_seed1
temperature,temperature_ood_0900K,medium,20,300,1,100,32000,0.028246204195533937,0.10195624090937513,6.249653572432123e-15,1.5860721499472856,0.004956475468585268,0.03244280162004725,0.04512441600063088,0.022756308163004477,0.12111335109868807,0.040519294868608995,0.07703136334891424,baseline,temperature__temperature_low_train__baseline__medium__n020_te0300_r1_seed1
temperature,temperature_ood_1200K,medium,20,300,1,100,32000,0.06357019329706963,0.3184561208597565,9.334755191048316e-15,4.545395235866308,0.014204360112082213,0.04913876224952401,0.07570187197177217,0.05754648802467758,0.3850251856901241,0.09607274016179146,0.23792341267316452,baseline,temperature__temperature_low_train__baseline__medium__n020_te0300_r1_seed1
temperature,temperature_ood_0600K,medium,20,300,2,100,32000,0.01838617336594616,0.027685207430213344,5.554445792199658e-15,0.9876102592796088,0.0030862820602487774,0.028559044936144345,0.03734000466989017,0.01285062179345429,0.021164667011024357,0.024819956513223593,0.03307942282537065,baseline,temperature__temperature_low_train__baseline__medium__n020_te0300_r1_seed2
temperature,temperature_ood_0900K,medium,20,300,2,100,32000,0.028608779220936412,0.04549779657260587,5.99183896943245e-15,3.5619876402243973,0.011131211375701241,0.03441693828720963,0.04553340487589175,0.020771881464021133,0.03951316709491438,0.04631131342540902,0.059942350501188874,baseline,temperature__temperature_low_train__baseline__medium__n020_te0300_r1_seed2
temperature,temperature_ood_1200K,medium,20,300,2,100,32000,0.050372876285491655,0.09350190369254605,5.570544026056723e-15,5.124694470092654,0.016014670219039545,0.04465135678695515,0.06245829747773521,0.03880910521138745,0.09195545546701753,0.09078570900634077,0.12018558015167037,baseline,temperature__temperature_low_train__baseline__medium__n020_te0300_r1_seed2
temperature,temperature_ood_0600K,medium,20,600,0,100,32000,0.012820679254992865,0.026161174083220322,5.63660229602192e-15,0.5974038219451905,0.00186688694357872,0.017392658745811786,0.02210750599262934,0.010550132032328597,0.027989553875723258,0.01506034143216675,0.024146385803316538,baseline,temperature__temperature_low_train__baseline__medium__n020_te0600_r1_seed0
temperature,temperature_ood_0900K,medium,20,600,0,100,32000,0.023417097182624278,0.08791460571443326,5.686562332130052e-15,1.980465298295021,0.006188954057171941,0.019968641169180047,0.025226168914514704,0.022824750456556405,0.10955543577033881,0.02864259337427211,0.04473644343296831,baseline,temperature__temperature_low_train__baseline__medium__n020_te0600_r1_seed0
temperature,temperature_ood_1200K,medium,20,600,0,100,32000,0.053386397220492654,0.2914989383515399,7.872036356104673e-15,3.513514253348112,0.010979732041712851,0.027106703698815182,0.03638471310371175,0.059963478596033376,0.3717414478276453,0.059934846615547925,0.09465302876164725,baseline,temperature__temperature_low_train__baseline__medium__n020_te0600_r1_seed0
temperature,temperature_ood_0600K,medium,20,600,1,100,32000,0.009996747287950712,0.027544663744845467,5.7864824043463156e-15,0.3855318185687066,0.0012047869330272082,0.015000227300799451,0.019298012517821643,0.007912662128122368,0.026277320826015957,0.011245522754587005,0.036737398486622656,baseline,temperature__temperature_low_train__baseline__medium__n020_te0600_r1_seed1
temperature,temperature_ood_0900K,medium,20,600,1,100,32000,0.019670377638706122,0.09019777658170144,4.819478149897804e-15,1.1604014775156974,0.0036262546172365546,0.01764891994922073,0.023191118054414595,0.017807323958414296,0.1059623273110557,0.027280996369067,0.08035124216384561,baseline,temperature__temperature_low_train__baseline__medium__n020_te0600_r1_seed1
temperature,temperature_ood_1200K,medium,20,600,1,100,32000,0.054103574383253,0.2977166140659236,1.0882406087375784e-14,7.044724217876792,0.022014763180864975,0.02967920550151757,0.04295606787962861,0.05450820691469077,0.3545104462814732,0.07731404567067511,0.25356994719138787,baseline,temperature__temperature_low_train__baseline__medium__n020_te0600_r1_seed1
temperature,temperature_ood_0600K,medium,20,600,2,100,32000,0.010173878105398035,0.015028263241062705,6.1994853695068745e-15,0.4849177551269533,0.0015153679847717287,0.015436727465101283,0.019713387280039577,0.008116094454705793,0.011952187296121868,0.011084379697771509,0.01766526248533617,baseline,temperature__temperature_low_train__baseline__medium__n020_te0600_r1_seed2
temperature,temperature_ood_0900K,medium,20,600,2,100,32000,0.01598590305309044,0.02896426266031368,5.1941784207087945e-15,1.3251220080256463,0.0041410062750801445,0.017794854841165945,0.022904894839530895,0.013598233630579971,0.02839312627696471,0.02133995953254635,0.035376538699104614,baseline,temperature__temperature_low_train__baseline__medium__n020_te0600_r1_seed2
temperature,temperature_ood_1200K,medium,20,600,2,100,32000,0.034305840141520466,0.09214458849665942,6.168954236329682e-15,1.1939660332351922,0.003731143853859976,0.02297909694354894,0.03153826468566568,0.031758720078370974,0.09960961772839656,0.053273943528940444,0.10813064308843498,baseline,temperature__temperature_low_train__baseline__medium__n020_te0600_r1_seed2
temperature,temperature_ood_0600K,medium,40,300,0,100,32000,0.012725659840903245,0.025244313316054822,6.376010830422274e-15,0.6828249692916871,0.002133828029036522,0.016800866949837654,0.021336456367168834,0.010542846782055373,0.027324473634035836,0.015198891908512448,0.02216420144188044,baseline,temperature__temperature_low_train__baseline__medium__n040_te0300_r1_seed0
temperature,temperature_ood_0900K,medium,40,300,0,100,32000,0.023297447064451995,0.08400449929519635,6.257216966787382e-15,2.3239956992864608,0.00726248656027019,0.01972460544644855,0.024904075589288813,0.022841682358363567,0.10490832862167927,0.02823758280072071,0.0405745521927655,baseline,temperature__temperature_low_train__baseline__medium__n040_te0300_r1_seed0
temperature,temperature_ood_1200K,medium,40,300,0,100,32000,0.05274463320920185,0.2789499394075193,8.252287742038788e-15,3.510720026995987,0.010971000084362458,0.027093454837109676,0.03659180777516545,0.059191386316499714,0.3560770106670424,0.05905555225940043,0.08575471126595745,baseline,temperature__temperature_low_train__baseline__medium__n040_te0300_r1_seed0
temperature,temperature_ood_0600K,medium,40,300,1,100,32000,0.009806904017151102,0.024907821386048558,5.168088179630103e-15,0.34692722782492624,0.0010841475869528949,0.013889081375018576,0.017765033592352167,0.008086315405293136,0.025287923336012333,0.010886492494857522,0.029461232365856262,baseline,temperature__temperature_low_train__baseline__medium__n040_te0300_r1_seed1
temperature,temperature_ood_0900K,medium,40,300,1,100,32000,0.01892807383397012,0.08530071218559818,6.6235905649136835e-15,0.9870246854424477,0.0030844521420076492,0.016294093752352638,0.021270018869663353,0.01777124207188899,0.10303611264419513,0.025032549201830987,0.06386957231462918,baseline,temperature__temperature_low_train__baseline__medium__n040_te0300_r1_seed1
temperature,temperature_ood_1200K,medium,40,300,1,100,32000,0.051336966414269415,0.27868581909665513,9.764411501578252e-15,6.147653098553419,0.019211415932979436,0.026697940795398615,0.0394033519270226,0.052660484243914354,0.33633714251463653,0.07200543854420538,0.21773443544843898,baseline,temperature__temperature_low_train__baseline__medium__n040_te0300_r1_seed1
temperature,temperature_ood_0600K,medium,40,300,2,100,32000,0.010096385219594231,0.014565159324127969,5.8053561957649435e-15,0.4168594625592231,0.001302685820497572,0.014579358895396579,0.018566204144870934,0.0082667843401044,0.012072989788092578,0.011102214182261379,0.016695632574627826,baseline,temperature__temperature_low_train__baseline__medium__n040_te0300_r1_seed2
temperature,temperature_ood_0900K,medium,40,300,2,100,32000,0.01582088888339349,0.02688089750905652,4.704014955336788e-15,1.3479061713814735,0.004212206785567105,0.017061379593447782,0.021960498241751863,0.013600602567632448,0.026064297435843056,0.02124125712062232,0.033054605866107895,baseline,temperature__temperature_low_train__baseline__medium__n040_te0300_r1_seed2
temperature,temperature_ood_1200K,medium,40,300,2,100,32000,0.03368221439539047,0.08188728368600888,6.6141536692043704e-15,1.1055057111382482,0.0034547053473070258,0.02215299647732172,0.030736496038144823,0.031186528743603652,0.08739178442897601,0.052698489268819676,0.09834089689249204,baseline,temperature__temperature_low_train__baseline__medium__n040_te0300_r1_seed2
temperature,temperature_ood_0600K,medium,40,600,0,100,32000,0.007527881322591566,0.02259696965901593,6.679101716144941e-15,0.3098795734345912,0.0009683736669830978,0.008692332063656067,0.011012662378845496,0.007360639376037093,0.027884022156339058,0.006865156421190478,0.009963954101478538,baseline,temperature__temperature_low_train__baseline__medium__n040_te0600_r1_seed0
temperature,temperature_ood_0900K,medium,40,600,0,100,32000,0.015837274911522398,0.08793654103735223,6.0840221749458575e-15,1.069575797021389,0.0033424243656918406,0.010611154427795554,0.013911283574193464,0.01887404203105931,0.11278401497091414,0.011953094036638507,0.01760540651362211,baseline,temperature__temperature_low_train__baseline__medium__n040_te0600_r1_seed0
temperature,temperature_ood_1200K,medium,40,600,0,100,32000,0.044977432955769475,0.2981335562026145,8.189005029635155e-15,4.325940458308906,0.01351856393221533,0.017314894674800598,0.023654579599871387,0.058592649614897414,0.38342486604603326,0.031794321259354545,0.0530534054211906,baseline,temperature__temperature_low_train__baseline__medium__n040_te0600_r1_seed0
temperature,temperature_ood_0600K,medium,40,600,1,100,32000,0.006626641472289339,0.021402447662878462,6.931122342734852e-15,0.2779703027009964,0.0008686571959406137,0.008443341717473232,0.011208020671621103,0.005809291133288451,0.022868599701981334,0.007261992244108113,0.024408718635917585,baseline,temperature__temperature_low_train__baseline__medium__n040_te0600_r1_seed1
temperature,temperature_ood_0900K,medium,40,600,1,100,32000,0.01491742449023295,0.07831858992218853,5.70987701564718e-15,1.0256948520243168,0.0032052964125759897,0.011412843950587557,0.015477519584523617,0.015621930273477724,0.09585862195932938,0.01630848768014402,0.053505399846047845,baseline,temperature__temperature_low_train__baseline__medium__n040_te0600_r1_seed1
temperature,temperature_ood_1200K,medium,40,600,1,100,32000,0.0456502077232115,0.25739587997924407,9.092726571680033e-15,6.032215474992991,0.018850673359353094,0.024197142263088615,0.03637459428736084,0.05107872380809082,0.31213149686131514,0.05081772492869641,0.1940666639153192,baseline,temperature__temperature_low_train__baseline__medium__n040_te0600_r1_seed1
temperature,temperature_ood_0600K,medium,40,600,2,100,32000,0.005821626302844379,0.010405087634582116,5.296874050486622e-15,0.18152719736099243,0.0005672724917531013,0.007106566975067835,0.008991328094711593,0.0049855356766978125,0.008465677035848433,0.007044957509060623,0.01566787156840532,baseline,temperature__temperature_low_train__baseline__medium__n040_te0600_r1_seed2
temperature,temperature_ood_0900K,medium,40,600,2,100,32000,0.010327557999495184,0.025100001139769238,5.964118088286341e-15,0.3940493023395538,0.0012314040698111054,0.008649455460050377,0.01123362217254039,0.009873883913610675,0.025191566452193868,0.013366682796593523,0.03346656477771204,baseline,temperature__temperature_low_train__baseline__medium__n040_te0600_r1_seed2
temperature,temperature_ood_1200K,medium,40,600,2,100,32000,0.02652830157315475,0.08642204603822984,4.9693582582222005e-15,2.644594538658857,0.008264357933308928,0.012984124188296848,0.01847335982252483,0.028068301865850423,0.0926593309112195,0.035452478079925645,0.10604400204298445,baseline,temperature__temperature_low_train__baseline__medium__n040_te0600_r1_seed2
temperature,temperature_ood_0600K,medium,80,300,0,100,32000,0.00873576912882272,0.02334831691657231,4.510836149052011e-15,0.3817447516322136,0.0011929523488506677,0.010046703826752492,0.012604976715544116,0.00803790057034348,0.027145355827024466,0.009518440106330673,0.018873872079061042,baseline,temperature__temperature_low_train__baseline__medium__n080_te0300_r1_seed0
temperature,temperature_ood_0900K,medium,80,300,0,100,32000,0.017997115580076932,0.08741557979384276,6.1650684557434944e-15,1.0922975530475378,0.003413429853273555,0.011984849674496218,0.015552314623214545,0.01944567610015171,0.11044612246940098,0.019663699925433323,0.037020339784383884,baseline,temperature__temperature_low_train__baseline__medium__n080_te0300_r1_seed0
temperature,temperature_ood_1200K,medium,80,300,0,100,32000,0.0474578606791667,0.29214573595833604,7.094880238867063e-15,4.162924812678248,0.013009140039619524,0.01804518601330528,0.024726547142291944,0.058161038235675734,0.37377110057690904,0.044761002675501003,0.08378392554772916,baseline,temperature__temperature_low_train__baseline__medium__n080_te0300_r1_seed0
temperature,temperature_ood_0600K,medium,80,300,1,100,32000,0.007459933044709033,0.024438313980100382,5.6754601018838e-15,0.33093221276998525,0.0010341631649062038,0.009540555173240137,0.012442364788535625,0.0064477017321235815,0.026049216183603105,0.00841600485393428,0.028207419557247492,baseline,temperature__temperature_low_train__baseline__medium__n080_te0300_r1_seed1
temperature,temperature_ood_0900K,medium,80,300,1,100,32000,0.016860065543126256,0.08634018528268098,6.104561300901423e-15,1.2853166671842338,0.004016614584950729,0.012410299893381304,0.016719631084104843,0.017131779870265745,0.10513292975005464,0.020494688211452755,0.06192570674736024,baseline,temperature__temperature_low_train__baseline__medium__n080_te0300_r1_seed1
temperature,temperature_ood_1200K,medium,80,300,1,100,32000,0.04977170859870239,0.2812166360852672,1.0228484725871567e-14,7.01010911308229,0.021906590978382157,0.024524380944807488,0.03636223463090933,0.054649308754274296,0.34141473246648874,0.06038623578588157,0.2107123900313471,baseline,temperature__temperature_low_train__baseline__medium__n080_te0300_r1_seed1
temperature,temperature_ood_0600K,medium,80,300,2,100,32000,0.0065779352150741035,0.011210209619849396,6.1095573045122366e-15,0.22742407858371722,0.0007107002455741164,0.008099944314337335,0.010157938532905421,0.00576860619262637,0.009834743077971954,0.0074839131831540735,0.015329506487078554,baseline,temperature__temperature_low_train__baseline__medium__n080_te0300_r1_seed2
temperature,temperature_ood_0900K,medium,80,300,2,100,32000,0.011413191198633285,0.031573700781191316,6.117883977196925e-15,0.4885824644565583,0.0015268202014267446,0.009703434286493576,0.01242864668190203,0.011015954115088487,0.03551385370835866,0.014314659361407394,0.03234687359083334,baseline,temperature__temperature_low_train__baseline__medium__n080_te0300_r1_seed2
temperature,temperature_ood_1200K,medium,80,300,2,100,32000,0.02850032302731197,0.11589793163170317,6.2105875997531254e-15,2.2073455251380802,0.006897954766056499,0.013649689194731765,0.01930275120780502,0.030675403463851888,0.1374775237857592,0.036825715550272434,0.10044325731253621,baseline,temperature__temperature_low_train__baseline__medium__n080_te0300_r1_seed2
temperature,temperature_ood_0600K,medium,80,600,0,100,32000,0.004445982689375523,0.016800976304473636,6.1650684557434944e-15,0.1998635697364807,0.000624573655426502,0.0038099289145029623,0.004865068816195873,0.004412897313013673,0.021135402278914937,0.005181292593333637,0.006897785213850363,baseline,temperature__temperature_low_train__baseline__medium__n080_te0600_r1_seed0
temperature,temperature_ood_0900K,medium,80,600,0,100,32000,0.011210877450162663,0.07284206530930352,6.040723476985476e-15,0.8099617789685726,0.0025311305592767893,0.005741110989198206,0.00767693375297879,0.013828831199314058,0.09366790313484888,0.008826782663672933,0.012242093274366215,baseline,temperature__temperature_low_train__baseline__medium__n080_te0600_r1_seed0
temperature,temperature_ood_1200K,medium,80,600,0,100,32000,0.03623873775503235,0.24932522324449993,6.716294187469884e-15,3.396114361528307,0.01061285737977596,0.014029817402792107,0.01901633920410674,0.0474619834509928,0.3206559581623005,0.024777921019391205,0.04464283882017404,baseline,temperature__temperature_low_train__baseline__medium__n080_te0600_r1_seed0
temperature,temperature_ood_0600K,medium,80,600,1,100,32000,0.004311972092976794,0.013621911380931058,6.4703797875154124e-15,0.19752994284033779,0.0006172810713760557,0.003955190494714771,0.005495665202917456,0.00388186124038475,0.013445033854906798,0.005959086249014943,0.018848692428080197,baseline,temperature__temperature_low_train__baseline__medium__n080_te0600_r1_seed1
temperature,temperature_ood_0900K,medium,80,600,1,100,32000,0.010598868741991464,0.037483503141248486,6.674313879351246e-15,0.6861928653717041,0.002144352704286575,0.0070589612592593795,0.009883652636144689,0.010933708985792087,0.041951543132451814,0.013134255493321685,0.04059042418706735,baseline,temperature__temperature_low_train__baseline__medium__n080_te0600_r1_seed1
temperature,temperature_ood_1200K,medium,80,600,1,100,32000,0.033104357826060735,0.12259923786223416,6.9833028248922345e-15,4.147044998630881,0.012959515620721502,0.020687538832746214,0.030519541998132015,0.034489202300717205,0.12600861840120173,0.041366643395405835,0.16305492155739612,baseline,temperature__temperature_low_train__baseline__medium__n080_te0600_r1_seed1
temperature,temperature_ood_0600K,medium,80,600,2,100,32000,0.004154726520599798,0.01140788864988621,7.159828285807634e-15,0.20181641936302186,0.0006306763105094434,0.004002561142959166,0.005008037892136008,0.003615677786418626,0.012084417965059858,0.005924038100783949,0.013693783299335455,baseline,temperature__temperature_low_train__baseline__medium__n080_te0600_r1_seed2
temperature,temperature_ood_0900K,medium,80,600,2,100,32000,0.009491206616850104,0.04490942176774208,6.189493362285248e-15,0.6043877869844436,0.0018887118343263864,0.005957888727891259,0.007995023202635666,0.009917328439255167,0.055260037635356876,0.011746159038593757,0.029314589254684643,baseline,temperature__temperature_low_train__baseline__medium__n080_te0600_r1_seed2
temperature,temperature_ood_1200K,medium,80,600,2,100,32000,0.027952059807887418,0.16196833575133868,6.887823644774471e-15,2.31798694498837,0.007243709203088656,0.01219621367307991,0.01815504429064807,0.032090187964102374,0.2008738381055716,0.031293521474050075,0.0989353667366039,baseline,temperature__temperature_low_train__baseline__medium__n080_te0600_r1_seed2
temperature,temperature_ood_0600K,medium,160,300,0,100,32000,0.005091538017475977,0.01961806954837634,5.726530361016557e-15,0.22418836534023273,0.0007005886416882274,0.0045441804828878956,0.005767669656785413,0.005110201342370905,0.02472058338772313,0.005582905577379278,0.007599705367100335,baseline,temperature__temperature_low_train__baseline__medium__n160_te0300_r1_seed0
temperature,temperature_ood_0900K,medium,160,300,0,100,32000,0.012502452362608165,0.08365608708186835,6.143974218275617e-15,0.915951906144619,0.0028623497067019345,0.0065672694817913,0.008936351277114077,0.015438964844235065,0.10757004730033881,0.009628097798544333,0.014067726415676734,baseline,temperature__temperature_low_train__baseline__medium__n160_te0300_r1_seed0
temperature,temperature_ood_1200K,medium,160,300,0,100,32000,0.039435693383303806,0.2868272468266881,7.656097977815079e-15,3.7313015951961277,0.0116603174849879,0.014512435142201872,0.019906444369528962,0.05231437968963049,0.369352268496528,0.025722892705425687,0.041107010993967755,baseline,temperature__temperature_low_train__baseline__medium__n160_te0300_r1_seed0
temperature,temperature_ood_0600K,medium,160,300,1,100,32000,0.004477393579651835,0.014137234479938235,5.514477763313153e-15,0.20015187591314312,0.0006254746122285723,0.004347471587505422,0.0059613829220773965,0.004100341821671464,0.016030171774188758,0.005738470845739359,0.0138877530950886,baseline,temperature__temperature_low_train__baseline__medium__n160_te0300_r1_seed1
temperature,temperature_ood_0900K,medium,160,300,1,100,32000,0.010780851418316886,0.04272558162510613,6.4072358529898565e-15,0.6612029752880335,0.0020662592977751045,0.007290322573455339,0.010229308340246634,0.011744256887664959,0.05217706988152467,0.011381163855134215,0.029247188114990944,baseline,temperature__temperature_low_train__baseline__medium__n160_te0300_r1_seed1
temperature,temperature_ood_1200K,medium,160,300,1,100,32000,0.03296745840937801,0.12340315969106928,6.270539643082884e-15,3.944012320563197,0.012325038501759991,0.019750196476692503,0.030354899787069692,0.036060355281799274,0.1379843895858321,0.036906029724799734,0.134540714504906,baseline,temperature__temperature_low_train__baseline__medium__n160_te0300_r1_seed1
temperature,temperature_ood_0600K,medium,160,300,2,100,32000,0.00444758045693161,0.013253236975897122,5.005995618034831e-15,0.23543147742748247,0.0007357233669608826,0.004373495096660917,0.005480097705474695,0.003931573012785522,0.015350550433718736,0.006069688149640572,0.011886622101356511,baseline,temperature__temperature_low_train__baseline__medium__n160_te0300_r1_seed2
temperature,temperature_ood_0900K,medium,160,300,2,100,32000,0.010100999880395829,0.0539742181851033,5.378197887040415e-15,0.7379140329360961,0.0023059813529253004,0.0064077465424779816,0.008606812934630118,0.010895959651039448,0.06801893001251466,0.011409373906382823,0.024744280034623416,baseline,temperature__temperature_low_train__baseline__medium__n160_te0300_r1_seed2
temperature,temperature_ood_1200K,medium,160,300,2,100,32000,0.029359666543448838,0.19081035548237218,6.499800697667979e-15,2.3983422996103765,0.0074948196862824265,0.012354796177874963,0.018689129982132142,0.03499207077182776,0.24116463333253937,0.02946732422388594,0.08492663955322072,baseline,temperature__temperature_low_train__baseline__medium__n160_te0300_r1_seed2
temperature,temperature_ood_0600K,medium,160,600,0,100,32000,0.0035273821509559634,0.01364425851957501,7.162048731856885e-15,0.202269074320793,0.0006320908572524783,0.0032635079758474624,0.00416739184084862,0.003168678657830845,0.01705625567860049,0.004867366805439818,0.006380769911886016,baseline,temperature__temperature_low_train__baseline__medium__n160_te0600_r1_seed0
temperature,temperature_ood_0900K,medium,160,600,0,100,32000,0.009038016729213994,0.06304035360616728,6.853406731011091e-15,0.7356657513976097,0.0022989554731175305,0.005194876725057839,0.0068447212767850756,0.01064944863235966,0.0810146797370195,0.008046861023933158,0.011551870234756649,baseline,temperature__temperature_low_train__baseline__medium__n160_te0600_r1_seed0
temperature,temperature_ood_1200K,medium,160,600,0,100,32000,0.02904754457851813,0.22193130601642486,6.898925875020723e-15,2.573682909309864,0.008042759091593325,0.013008711136368215,0.01759864226642744,0.037555607777312004,0.2857430621564823,0.01956218842428643,0.031788646235227994,baseline,temperature__temperature_low_train__baseline__medium__n160_te0600_r1_seed0
temperature,temperature_ood_0600K,medium,160,600,1,100,32000,0.003127572734444402,0.0060341893203586456,7.26640969617165e-15,0.11989060580730439,0.0003746581431478262,0.0033133063870482136,0.004371497761133739,0.0024428255577222447,0.00548626275174047,0.004996080612007061,0.008523495418585592,baseline,temperature__temperature_low_train__baseline__medium__n160_te0600_r1_seed1
temperature,temperature_ood_0900K,medium,160,600,1,100,32000,0.005893219035502989,0.023624287793389133,7.26030346953621e-15,0.34278118342161173,0.0010711911981925366,0.004688269547012169,0.00661473618685949,0.00599922486851574,0.028955365654255796,0.00678015102495556,0.015216456006168355,baseline,temperature__temperature_low_train__baseline__medium__n160_te0600_r1_seed1
temperature,temperature_ood_1200K,medium,160,600,1,100,32000,0.019567586901839244,0.10274857949723026,6.014078124394473e-15,1.5455453135073185,0.0048298291047103705,0.011938157821990902,0.01964312052248933,0.022201405196406995,0.12243063631417911,0.019295561097984318,0.0862132161257647,baseline,temperature__temperature_low_train__baseline__medium__n160_te0600_r1_seed1
temperature,temperature_ood_0600K,medium,160,600,2,100,32000,0.003014376829564572,0.012888264914863171,6.121769757783113e-15,0.15604791343212132,0.0004876497294753792,0.0029548900779918764,0.0037503286510882417,0.0024927575018567354,0.016052722916399805,0.004638721564260776,0.0065880314582710655,baseline,temperature__temperature_low_train__baseline__medium__n160_te0600_r1_seed2
temperature,temperature_ood_0900K,medium,160,600,2,100,32000,0.007541793114715255,0.05926054685551746,5.8142379799619445e-15,0.806992975175381,0.0025218530474230656,0.005032869717309949,0.007334109262456063,0.008575678751629312,0.07611429614593071,0.006949059601378392,0.011185467179779853,baseline,temperature__temperature_low_train__baseline__medium__n160_te0600_r1_seed2
temperature,temperature_ood_1200K,medium,160,600,2,100,32000,0.02458303101017227,0.20729025286457076,5.763167720829187e-15,2.3654693264141677,0.007392091645044275,0.011614133430994116,0.018866191830519193,0.031286143780079635,0.2661151674106967,0.017442590279628342,0.045149357592696206,baseline,temperature__temperature_low_train__baseline__medium__n160_te0600_r1_seed2
temperature,temperature_ood_0600K,large,5,300,0,100,32000,0.020467168399627554,0.029794547128933896,5.290212712338871e-15,1.4528693771362304,0.00454021680355072,0.025809391314891395,0.032750937254010265,0.01739172515370107,0.02769461363205987,0.024351275222143157,0.03263397661009102,baseline,temperature__temperature_low_train__baseline__large__n005_te0300_r1_seed0
temperature,temperature_ood_0900K,large,5,300,0,100,32000,0.03248093506491277,0.06789864889391645,5.153655280309977e-15,5.3353169867396355,0.01667286558356136,0.031576433990208895,0.04011162628477929,0.0306136426764424,0.07898245249588483,0.038987313305027776,0.05222553626429117,baseline,temperature__temperature_low_train__baseline__large__n005_te0300_r1_seed0
temperature,temperature_ood_1200K,large,5,300,0,100,32000,0.05855834745018875,0.21850992746761008,6.696865284538944e-15,9.24921999976039,0.02890381249925122,0.04465439735578549,0.057879837128463514,0.060900419576348216,0.2747776863053113,0.06543608116611359,0.09420475460178963,baseline,temperature__temperature_low_train__baseline__large__n005_te0300_r1_seed0
temperature,temperature_ood_0600K,large,5,300,1,100,32000,0.02068047887426219,0.034996068172332785,5.172529071728605e-15,0.946983402594924,0.0029593231331091372,0.025917693933093688,0.03368080386488145,0.017515019825790658,0.034921422675811595,0.02493964096084528,0.03647889942857569,baseline,temperature__temperature_low_train__baseline__large__n005_te0300_r1_seed1
temperature,temperature_ood_0900K,large,5,300,1,100,32000,0.032857194204657214,0.06541339495126496,6.000269725525698e-15,2.928209220673889,0.009150653814605903,0.03275611575906078,0.04463977519978163,0.02969732753933749,0.07086068045514282,0.04243787264621278,0.0658645850337361,baseline,temperature__temperature_low_train__baseline__large__n005_te0300_r1_seed1
temperature,temperature_ood_1200K,large,5,300,1,100,32000,0.05853909342348161,0.14520493627171083,6.926681450636352e-15,4.826886457446963,0.015084020179521759,0.047440157191502304,0.07004362459636902,0.05458509811589405,0.1511797839333652,0.0815000155782236,0.17874640424731333,baseline,temperature__temperature_low_train__baseline__large__n005_te0300_r1_seed1
temperature,temperature_ood_0600K,large,5,300,2,100,32000,0.022667738959239795,0.032725554022580074,5.482281295599023e-15,1.109997630417347,0.003468742595054209,0.03604084139683982,0.047562805873904504,0.016210378881883425,0.023918688363854163,0.028666716753708896,0.037098220559533455,baseline,temperature__temperature_low_train__baseline__large__n005_te0300_r1_seed2
temperature,temperature_ood_0900K,large,5,300,2,100,32000,0.034086165750707734,0.055418459658984405,5.200284647344234e-15,4.506783582270145,0.014083698694594204,0.04417770599733922,0.06118845090742209,0.02662253648757663,0.05158565716788685,0.046385513293469564,0.06023920446099981,baseline,temperature__temperature_low_train__baseline__large__n005_te0300_r1_seed2
temperature,temperature_ood_1200K,large,5,300,2,100,32000,0.05799430544673814,0.13192110953130365,5.7237548034549945e-15,7.716585653722286,0.024114330167882145,0.060339676520117805,0.08735462594222262,0.04960087416158543,0.15049618751085939,0.08082922822881664,0.10694745280012137,baseline,temperature__temperature_low_train__baseline__large__n005_te0300_r1_seed2
temperature,temperature_ood_0600K,large,5,600,0,100,32000,0.012633157362346537,0.021971418775485356,5.3745896622103824e-15,0.5206309574842453,0.0016269717421382663,0.015267804113216696,0.019254926874926005,0.012865146811139615,0.02463462997971306,0.009302542265097144,0.014912042897197941,baseline,temperature__temperature_low_train__baseline__large__n005_te0600_r1_seed0
