task,stage,network,train_size,total_epochs,seed,structures,atoms,mae_atom,rmse_atom,neutrality_abs_mean,raw_neutrality_abs_mean,mean_abs_charge_correction,element_mae_Cl,element_rmse_Cl,element_mae_Na,element_rmse_Na,mode,run_id
deformation,deformation_ood_lambda0p75,medium,5,600,0,320,69120,0.01621729635301529,0.021786973991018848,8.831650688545523e-15,0.16138909878209234,0.000747171753620798,0.016245800494981304,0.021827448022165886,0.016188792211049272,0.021746424630506737,baseline,deformation_low_train__baseline__medium__n005_te0600_r1_seed0
deformation,deformation_ood_lambda1p0,medium,5,600,0,320,69120,0.019390517531344645,0.025845979192014246,8.894274206028285e-15,0.21726993275806308,0.001005879318324366,0.019358564155806744,0.025650856694684043,0.01942247090688255,0.02603963962148573,baseline,deformation_low_train__baseline__medium__n005_te0600_r1_seed0
deformation,deformation_ood_lambda0p5,medium,5,600,1,320,69120,0.010719324383028401,0.01428558158825142,8.818640262475697e-15,0.17366018537431954,0.0008039823396959239,0.010642625816686678,0.014539930667903996,0.010796022949370127,0.014026621075716018,baseline,deformation_low_train__baseline__medium__n005_te0600_r1_seed1
deformation,deformation_ood_lambda0p75,medium,5,600,1,320,69120,0.011752492050503428,0.01597442805857166,8.748904378741428e-15,0.1856233178637922,0.0008593672123323712,0.011794622289072736,0.016627896092520838,0.011710361811934125,0.015293062974214598,baseline,deformation_low_train__baseline__medium__n005_te0600_r1_seed1
deformation,deformation_ood_lambda1p0,medium,5,600,1,320,69120,0.014364522134360446,0.019333136656628443,8.702760734280446e-15,0.2016594300046563,0.0009336084722437793,0.014503817002802247,0.02018398348797215,0.014225227265918643,0.018443078824453597,baseline,deformation_low_train__baseline__medium__n005_te0600_r1_seed1
deformation,deformation_ood_lambda0p5,medium,5,600,2,320,69120,0.015829330558634065,0.02125750851655394,8.48106307405061e-15,0.2534822355955839,0.0011735288684980737,0.017813167210745936,0.023552466205392968,0.013845493906522196,0.018682737280884428,baseline,deformation_low_train__baseline__medium__n005_te0600_r1_seed2
deformation,deformation_ood_lambda0p75,medium,5,600,2,320,69120,0.01737142904091975,0.023640705821421373,8.949091467869153e-15,0.40619494654238225,0.0018805321599184362,0.019427257236845432,0.026174110946249166,0.015315600844994073,0.02080100621708989,baseline,deformation_low_train__baseline__medium__n005_te0600_r1_seed2
deformation,deformation_ood_lambda1p0,medium,5,600,2,320,69120,0.021417203833682324,0.0285383761314142,8.227793446557996e-15,0.6361593334935606,0.0029451820995072247,0.023155546308929784,0.030786303750441852,0.019678861358434864,0.026097534861010786,baseline,deformation_low_train__baseline__medium__n005_te0600_r1_seed2
deformation,deformation_ood_lambda0p5,medium,10,300,0,320,69120,0.022802468622183176,0.029225847061369277,8.136373519374019e-15,0.3290230413898826,0.0015232548212494562,0.02378546475799785,0.03017421264548998,0.021819472486368507,0.028245657438513396,baseline,deformation_low_train__baseline__medium__n010_te0300_r1_seed0
deformation,deformation_ood_lambda0p75,medium,10,300,0,320,69120,0.023767512366980496,0.03079623099203422,8.908498938531295e-15,0.5536342769861221,0.002563121652713529,0.02489820072224264,0.031993105683035865,0.022636824011718355,0.029550920042928554,baseline,deformation_low_train__baseline__medium__n010_te0300_r1_seed0
deformation,deformation_ood_lambda1p0,medium,10,300,0,320,69120,0.02637585950349838,0.03424716377946111,8.41306191379232e-15,0.635945713892579,0.0029441931198730515,0.027373491870042958,0.035133925715533185,0.025378227136953795,0.033336822249426565,baseline,deformation_low_train__baseline__medium__n010_te0300_r1_seed0
deformation,deformation_ood_lambda0p5,medium,10,300,1,320,69120,0.02119267383117334,0.02728241739063657,8.172976184717128e-15,0.2173949858173728,0.0010064582676730222,0.024608870320161357,0.031206909209940806,0.017776477342185314,0.022688971217671574,baseline,deformation_low_train__baseline__medium__n010_te0300_r1_seed1
deformation,deformation_ood_lambda0p75,medium,10,300,1,320,69120,0.02156497961916579,0.027998358532260806,8.582891342090448e-15,0.30995777416974307,0.001434989695230292,0.02479790456342959,0.03187415054987751,0.018332054674901985,0.02349158759483459,baseline,deformation_low_train__baseline__medium__n010_te0300_r1_seed1
deformation,deformation_ood_lambda1p0,medium,10,300,1,320,69120,0.023125216477906364,0.030117321324074322,8.182170219139806e-15,0.43330128137022256,0.0020060244507880674,0.026071660538026432,0.033685320123389824,0.020178772417786282,0.026065404191376592,baseline,deformation_low_train__baseline__medium__n010_te0300_r1_seed1
deformation,deformation_ood_lambda0p5,medium,10,300,2,320,69120,0.021327556171337917,0.02807067522420319,8.715597688002674e-15,0.2290836780332029,0.0010605725834870504,0.024989878073295092,0.03224276247801422,0.01766523426938074,0.02315879709466249,baseline,deformation_low_train__baseline__medium__n010_te0300_r1_seed2
deformation,deformation_ood_lambda0p75,medium,10,300,2,320,69120,0.023061660113179127,0.030625875950892455,8.972683707142436e-15,0.2365550484508276,0.001095162261346424,0.026580065921795668,0.034905528558437884,0.01954325430456259,0.025641619129356537,baseline,deformation_low_train__baseline__medium__n010_te0300_r1_seed2
deformation,deformation_ood_lambda1p0,medium,10,300,2,320,69120,0.027461409931518563,0.03586235249342001,8.266130835377084e-15,0.31844971934333444,0.0014743042562191408,0.030409992838430763,0.039671893401465395,0.024512827024606356,0.031596796145612345,baseline,deformation_low_train__baseline__medium__n010_te0300_r1_seed2
deformation,deformation_ood_lambda0p5,medium,10,600,0,320,69120,0.015378323996793933,0.020249682044851704,8.826273045769994e-15,0.16590272057801486,0.0007680681508241428,0.015732925729835673,0.02050780999068425,0.015023722263752192,0.019988220911856317,baseline,deformation_low_train__baseline__medium__n010_te0600_r1_seed0
deformation,deformation_ood_lambda0p75,medium,10,600,0,320,69120,0.016584867251701895,0.02221749078485232,9.006163870228789e-15,0.1583813587203622,0.000733247031112788,0.01693914935883232,0.02260239019886579,0.01623058514457148,0.02182580470104623,baseline,deformation_low_train__baseline__medium__n010_te0600_r1_seed0
deformation,deformation_ood_lambda1p0,medium,10,600,0,320,69120,0.019897499227621185,0.026412487049628175,9.298811720626076e-15,0.19534523086622357,0.0009043760688251093,0.020107946000320634,0.02648483188428592,0.01968705245492174,0.02633994351464452,baseline,deformation_low_train__baseline__medium__n010_te0600_r1_seed0
deformation,deformation_ood_lambda0p5,medium,10,600,1,320,69120,0.010802283189469465,0.01436527678662766,9.532305500492555e-15,0.16722324369475244,0.0007741816837720021,0.010599871574086935,0.014439245839561772,0.011004694804851993,0.014290924879011332,baseline,deformation_low_train__baseline__medium__n010_te0600_r1_seed1
deformation,deformation_ood_lambda0p75,medium,10,600,1,320,69120,0.011758678511845616,0.01596552112989228,9.226300279330247e-15,0.17855953127145768,0.0008266644966271188,0.011638220336827333,0.0163911192014196,0.011879136686863901,0.015528262659516281,baseline,deformation_low_train__baseline__medium__n010_te0600_r1_seed1
deformation,deformation_ood_lambda1p0,medium,10,600,1,320,69120,0.014277882536403566,0.01923424733008411,8.989337052511814e-15,0.19286717278882862,0.0008929035777260586,0.014237696420717842,0.01981749562105013,0.014318068652089292,0.018632750951465923,baseline,deformation_low_train__baseline__medium__n010_te0600_r1_seed1
deformation,deformation_ood_lambda0p5,medium,10,600,2,320,69120,0.015807334461874763,0.021134312291263335,8.690617669948608e-15,0.25497675128281116,0.0011804479226056068,0.01778280494080867,0.02336069701615832,0.013831863982940862,0.018643930566501814,baseline,deformation_low_train__baseline__medium__n010_te0600_r1_seed2
deformation,deformation_ood_lambda0p75,medium,10,600,2,320,69120,0.0173499479425965,0.0235284001228031,8.665637651894542e-15,0.4498670859262347,0.002082717990399235,0.019377075918357363,0.025966053183652298,0.015322819966835636,0.02080709750881132,baseline,deformation_low_train__baseline__medium__n010_te0600_r1_seed2
deformation,deformation_ood_lambda1p0,medium,10,600,2,320,69120,0.021448322036814595,0.028457695525769173,8.34193825127727e-15,0.7032377403229475,0.0032557302792729052,0.023136961628891787,0.030574559731562655,0.0197596824447374,0.02617015793792374,baseline,deformation_low_train__baseline__medium__n010_te0600_r1_seed2
deformation,deformation_ood_lambda0p5,medium,20,300,0,320,69120,0.014743447966796355,0.019435422608742908,8.708311849403572e-15,0.17827332485467196,0.0008253394669197776,0.01509180307131681,0.019700471231848055,0.014395092862275902,0.019166709086434138,baseline,deformation_low_train__baseline__medium__n020_te0300_r1_seed0
deformation,deformation_ood_lambda0p75,medium,20,300,0,320,69120,0.01587687933642484,0.021350573211246733,9.254576271988668e-15,0.1674896501004696,0.0007754150467614333,0.016224242213227824,0.021741094652228475,0.015529516459621846,0.020952774427756712,baseline,deformation_low_train__baseline__medium__n020_te0300_r1_seed0
deformation,deformation_ood_lambda1p0,medium,20,300,0,320,69120,0.019176165259508538,0.02556258235151972,8.571789111844197e-15,0.19941227780655027,0.0009232049898451402,0.019390745731305385,0.025635631064694502,0.01896158478771169,0.025489324292168384,baseline,deformation_low_train__baseline__medium__n020_te0300_r1_seed0
deformation,deformation_ood_lambda0p5,medium,20,300,1,320,69120,0.010591033765256011,0.013989118661272419,9.438977377485002e-15,0.20258519183844328,0.0009378944066594597,0.010712306111359865,0.014415307002274424,0.010469761419152158,0.013549531573766618,baseline,deformation_low_train__baseline__medium__n020_te0300_r1_seed1
deformation,deformation_ood_lambda0p75,medium,20,300,1,320,69120,0.01142433750323711,0.015480515483874132,9.351200369600577e-15,0.20189789179712533,0.0009347124620237284,0.011642224148962781,0.016258246651031517,0.01120645085751144,0.014661587060313633,baseline,deformation_low_train__baseline__medium__n020_te0300_r1_seed1
deformation,deformation_ood_lambda1p0,medium,20,300,1,320,69120,0.013794015072505224,0.0186482771795212,9.32101618111858e-15,0.2099186393432319,0.0009718455525149625,0.014058788104857278,0.019572035071486284,0.013529242040153173,0.017676309758799014,baseline,deformation_low_train__baseline__medium__n020_te0300_r1_seed1
deformation,deformation_ood_lambda0p5,medium,20,300,2,320,69120,0.015399407470548993,0.02062478823109772,8.618106228652778e-15,0.3737439435906708,0.0017302960351419947,0.01751322671069204,0.022993301079400136,0.013285588230405945,0.01794636131998101,baseline,deformation_low_train__baseline__medium__n020_te0300_r1_seed2
deformation,deformation_ood_lambda0p75,medium,20,300,2,320,69120,0.016818433259979507,0.022909955594011957,8.492338776644459e-15,0.6508019899018109,0.003012972175471347,0.0190273397817645,0.025508043258098693,0.014609526738194514,0.01997678301884879,baseline,deformation_low_train__baseline__medium__n020_te0300_r1_seed2
deformation,deformation_ood_lambda1p0,medium,20,300,2,320,69120,0.020805251030498108,0.027763150663105612,8.765037307068013e-15,0.9716188975609839,0.004498235636856407,0.022680717064272122,0.030054863691682223,0.01892978499672409,0.025264406542782773,baseline,deformation_low_train__baseline__medium__n020_te0300_r1_seed2
deformation,deformation_ood_lambda0p5,medium,20,600,0,320,69120,0.0061732004246347425,0.008681483894961982,9.10625741479265e-15,0.1226531257852912,0.000567838545302274,0.005441848287982956,0.007635760792036461,0.00690455256128653,0.009614129308666867,baseline,deformation_low_train__baseline__medium__n020_te0600_r1_seed0
deformation,deformation_ood_lambda0p75,medium,20,600,0,320,69120,0.00698391883824064,0.00993757463129974,9.1100738064398e-15,0.09798262193799019,0.0004536232497129175,0.006251336993210129,0.00900597375164368,0.007716500683271151,0.010789032203585703,baseline,deformation_low_train__baseline__medium__n020_te0600_r1_seed0
deformation,deformation_ood_lambda1p0,medium,20,600,0,320,69120,0.009042884898228272,0.012539254386020932,9.36369037862761e-15,0.10276344390586019,0.00047575668474935274,0.008272046244585699,0.011429775539199393,0.009813723551870842,0.013558245913030552,baseline,deformation_low_train__baseline__medium__n020_te0600_r1_seed0
deformation,deformation_ood_lambda0p5,medium,20,600,1,320,69120,0.0034228884137685275,0.0049612649892755946,8.765210779415611e-15,0.09734136946499347,0.00045065448826385875,0.004428873277353621,0.0062416158852618584,0.0024169035501834337,0.0032047670318558837,baseline,deformation_low_train__baseline__medium__n020_te0600_r1_seed1
deformation,deformation_ood_lambda0p75,medium,20,600,1,320,69120,0.0038543087379596178,0.0056384512831179874,9.20132026127618e-15,0.16061883885413408,0.0007436057354358058,0.004915235687730086,0.007049239422770658,0.0027933817881891517,0.0037272629776614555,baseline,deformation_low_train__baseline__medium__n020_te0600_r1_seed1
deformation,deformation_ood_lambda1p0,medium,20,600,1,320,69120,0.004708141532005738,0.006720733286643168,9.007031231966777e-15,0.21605173144489526,0.0010002394974300709,0.005734079253150147,0.008192742558524911,0.0036822038108613284,0.004818244617090508,baseline,deformation_low_train__baseline__medium__n020_te0600_r1_seed1
deformation,deformation_ood_lambda0p5,medium,20,600,2,320,69120,0.007502258997862463,0.0105065963041903,9.493447694630675e-15,0.1801513319835067,0.0008340339443680864,0.007688845973254268,0.01071605123757284,0.00731567202247066,0.010292879950342573,baseline,deformation_low_train__baseline__medium__n020_te0600_r1_seed2
deformation,deformation_ood_lambda0p75,medium,20,600,2,320,69120,0.008295445228517707,0.011793389436047363,9.083706009604952e-15,0.28207947220653296,0.0013059234824376526,0.008547069739045086,0.01215368373454963,0.008043820717990327,0.011421735439988567,baseline,deformation_low_train__baseline__medium__n020_te0600_r1_seed2
deformation,deformation_ood_lambda1p0,medium,20,600,2,320,69120,0.010363109531681902,0.01446015181971926,8.723577415992168e-15,0.38485310394316913,0.0017817273330702275,0.010535440739948143,0.014619708569915435,0.01019077832341566,0.014298814728130497,baseline,deformation_low_train__baseline__medium__n020_te0600_r1_seed2
deformation,deformation_ood_lambda0p5,medium,40,300,0,320,69120,0.009165319292497085,0.012641309037230522,9.353628982466944e-15,0.1426739901304245,0.0006605277320852985,0.008602445745856318,0.011832864904932319,0.009728192839137851,0.013401070721817463,baseline,deformation_low_train__baseline__medium__n040_te0300_r1_seed0
deformation,deformation_ood_lambda0p75,medium,40,300,0,320,69120,0.010291468700071775,0.01442035597498093,9.109726861744604e-15,0.14912050664424897,0.000690372715945597,0.009789290261567942,0.013792419694909921,0.01079364713857561,0.015022066830160137,baseline,deformation_low_train__baseline__medium__n040_te0300_r1_seed0
deformation,deformation_ood_lambda1p0,medium,40,300,0,320,69120,0.013331954596800198,0.018153080965000255,9.324138683375338e-15,0.20768989492207765,0.000961527291305915,0.012869286841343362,0.01735350971338467,0.013794622352257035,0.01891888996931831,baseline,deformation_low_train__baseline__medium__n040_te0300_r1_seed0
deformation,deformation_ood_lambda0p5,medium,40,300,1,320,69120,0.005944467951862693,0.008115769815941285,9.325873406851315e-15,0.11200212128460407,0.0005185283392805744,0.006792955861675371,0.009289507182653919,0.005095980042050017,0.006740659887140762,baseline,deformation_low_train__baseline__medium__n040_te0300_r1_seed1
deformation,deformation_ood_lambda0p75,medium,40,300,1,320,69120,0.006613958122175819,0.009243565251313748,9.358139263504484e-15,0.12066185846924782,0.0005586197151354065,0.0075820102767740335,0.01065438487535813,0.005645905967577603,0.007574369943323992,baseline,deformation_low_train__baseline__medium__n040_te0300_r1_seed1
deformation,deformation_ood_lambda1p0,medium,40,300,1,320,69120,0.008320596098424917,0.011403072470980694,9.243647514090015e-15,0.14468224681913852,0.0006698252167552708,0.00925264353707397,0.012884043459561107,0.007388548659775868,0.009698533275140949,baseline,deformation_low_train__baseline__medium__n040_te0300_r1_seed1
deformation,deformation_ood_lambda0p5,medium,40,300,2,320,69120,0.010670685828962034,0.014519074242937623,9.025766245507327e-15,0.2066005589440465,0.0009564840691854004,0.011171984805106549,0.015100057164514161,0.010169386852817515,0.013913853074266453,baseline,deformation_low_train__baseline__medium__n040_te0300_r1_seed2
deformation,deformation_ood_lambda0p75,medium,40,300,2,320,69120,0.011631284940795237,0.016234077549561382,9.088563235337687e-15,0.34046902488917113,0.0015762454855980143,0.012285805096224128,0.01705407681429842,0.010976764785366347,0.015370394002183381,baseline,deformation_low_train__baseline__medium__n040_te0300_r1_seed2
deformation,deformation_ood_lambda1p0,medium,40,300,2,320,69120,0.014579273305604344,0.02001861691884048,9.300372971754456e-15,0.5014776074327528,0.0023216555899664482,0.01515201546828421,0.020652790038925815,0.014006531142924473,0.019363685348988177,baseline,deformation_low_train__baseline__medium__n040_te0300_r1_seed2
deformation,deformation_ood_lambda0p5,medium,40,600,0,320,69120,0.0038661923405614697,0.00559118670138911,8.70102601080447e-15,0.057445809431374076,0.00026595282144154664,0.0028734495034038925,0.004130535136682101,0.004858935177719045,0.0067425082086872866,baseline,deformation_low_train__baseline__medium__n040_te0600_r1_seed0
deformation,deformation_ood_lambda0p75,medium,40,600,0,320,69120,0.004252781952965738,0.006170780448211915,8.840150833577809e-15,0.09961939938366413,0.0004612009230725191,0.003188868801764868,0.0047299151268490516,0.00531669510416661,0.007333823393897171,baseline,deformation_low_train__baseline__medium__n040_te0600_r1_seed0
deformation,deformation_ood_lambda1p0,medium,40,600,0,320,69120,0.00504736914705844,0.007287177015096268,9.505937703657708e-15,0.21014564130455254,0.0009728964875210767,0.003894666526837092,0.0056869918278302884,0.00620007176727979,0.00859441805178723,baseline,deformation_low_train__baseline__medium__n040_te0600_r1_seed0
deformation,deformation_ood_lambda0p5,medium,40,600,1,320,69120,0.002281420582716017,0.0033756718438664054,9.511835763476028e-15,0.05442817620933056,0.00025198229726541924,0.0029396407105142324,0.004250159864776032,0.0016232004549178018,0.00217404275919123,baseline,deformation_low_train__baseline__medium__n040_te0600_r1_seed1
deformation,deformation_ood_lambda0p75,medium,40,600,1,320,69120,0.0025730855453954898,0.0037891863158954105,9.547571067081151e-15,0.09249068778008222,0.00042819762861149175,0.0032364002192125938,0.0047047907817615794,0.0019097708715783846,0.002565308865027628,baseline,deformation_low_train__baseline__medium__n040_te0600_r1_seed1
deformation,deformation_ood_lambda1p0,medium,40,600,1,320,69120,0.003028545554033295,0.004388015321764653,9.991313332236019e-15,0.11690092757344246,0.0005412079980251965,0.003682706693416673,0.005345037605813661,0.0023743844146499184,0.0031527654401367167,baseline,deformation_low_train__baseline__medium__n040_te0600_r1_seed1
deformation,deformation_ood_lambda0p5,medium,40,600,2,320,69120,0.004465205393781419,0.006298778133174378,9.119441313210075e-15,0.05524833928793669,0.00025577934855526243,0.004632041825713598,0.006540627878391375,0.004298368961849239,0.006047263752997793,baseline,deformation_low_train__baseline__medium__n040_te0600_r1_seed2
deformation,deformation_ood_lambda0p75,medium,40,600,2,320,69120,0.004727491013343549,0.006743450726400409,9.45563072285438e-15,0.08150911424309015,0.0003773570103846766,0.004922945647061623,0.00706524484563583,0.004532036379625476,0.0064055109608833535,baseline,deformation_low_train__baseline__medium__n040_te0600_r1_seed2
deformation,deformation_ood_lambda1p0,medium,40,600,2,320,69120,0.005281591078575346,0.007640220216088239,8.841191667663396e-15,0.11227919962257146,0.0005198111093637569,0.005386785092550893,0.00774119679889847,0.005176397064599798,0.007537891085799191,baseline,deformation_low_train__baseline__medium__n040_te0600_r1_seed2
deformation,deformation_ood_lambda0p5,medium,80,300,0,320,69120,0.0047355931619053205,0.0067828950780798964,9.885842144896629e-15,0.07633227668702602,0.0003533901698473427,0.0037619162737985946,0.005344947933333613,0.005709270050012045,0.00796535390741891,baseline,deformation_low_train__baseline__medium__n080_te0300_r1_seed0
deformation,deformation_ood_lambda0p75,medium,80,300,0,320,69120,0.0052429865073429895,0.00757758529857182,9.305056725139593e-15,0.11890878602862358,0.0005505036390214056,0.004227966052353566,0.006199443196421779,0.006258006962332414,0.008741081281432136,baseline,deformation_low_train__baseline__medium__n080_te0300_r1_seed0
deformation,deformation_ood_lambda1p0,medium,80,300,0,320,69120,0.006444212100746439,0.009219903598142856,9.618000840205809e-15,0.21886513847857714,0.0010132645299934127,0.005357651271527076,0.007658525323690385,0.007530772929965803,0.010552735881490083,baseline,deformation_low_train__baseline__medium__n080_te0300_r1_seed0
deformation,deformation_ood_lambda0p5,medium,80,300,1,320,69120,0.002550209909824422,0.003812954161415771,8.478981405879438e-15,0.06726461891084909,0.0003114102727354124,0.003389907448516778,0.004879515436588311,0.0017105123711320658,0.0022951182928581445,baseline,deformation_low_train__baseline__medium__n080_te0300_r1_seed1
deformation,deformation_ood_lambda0p75,medium,80,300,1,320,69120,0.0028655060278398683,0.004288787922926429,8.658004868600244e-15,0.11482966113835573,0.0005316188015664617,0.003741678813729813,0.005430458924646425,0.0019893332419499235,0.0027013921528366044,baseline,deformation_low_train__baseline__medium__n080_te0300_r1_seed1
deformation,deformation_ood_lambda1p0,medium,80,300,1,320,69120,0.003415464140183838,0.005016417214231103,9.040684867400728e-15,0.14796968270093203,0.00068504482731913,0.004292635792538661,0.006220850748821444,0.0025382924878290143,0.003410263816093405,baseline,deformation_low_train__baseline__medium__n080_te0300_r1_seed1
deformation,deformation_ood_lambda0p5,medium,80,300,2,320,69120,0.005711250031389781,0.008005141988465433,8.66286209433298e-15,0.08008845141157508,0.00037077986764618093,0.005873721720176828,0.008203745554826725,0.005548778342602733,0.007801484178196181,baseline,deformation_low_train__baseline__medium__n080_te0300_r1_seed2
deformation,deformation_ood_lambda0p75,medium,80,300,2,320,69120,0.0061105344836397,0.00871078620572579,9.148584667606486e-15,0.11264408081769943,0.0005215003741560159,0.00630770231451327,0.008999764501666802,0.00591336665276613,0.008411886325804903,baseline,deformation_low_train__baseline__medium__n080_te0300_r1_seed2
deformation,deformation_ood_lambda1p0,medium,80,300,2,320,69120,0.007128287644742091,0.010219462288720173,9.194381367372273e-15,0.153283513430506,0.0007096458955116017,0.007227520972368307,0.010261211968412997,0.007029054317115876,0.01017754134751834,baseline,deformation_low_train__baseline__medium__n080_te0300_r1_seed2
deformation,deformation_ood_lambda0p5,medium,80,600,0,320,69120,0.0026780426124396986,0.0037586659786679358,9.627368346976084e-15,0.06600196417421103,0.0003055646489546807,0.0021811013778611586,0.003093339323537888,0.0031749838470182395,0.004322775926166628,baseline,deformation_low_train__baseline__medium__n080_te0600_r1_seed0
deformation,deformation_ood_lambda0p75,medium,80,600,0,320,69120,0.002853456786372194,0.004022109306599257,8.945622020917199e-15,0.08856316022574902,0.000410014630674764,0.002323572939378049,0.0034121172043576195,0.003383340633366339,0.004551063912118951,baseline,deformation_low_train__baseline__medium__n080_te0600_r1_seed0
deformation,deformation_ood_lambda1p0,medium,80,600,0,320,69120,0.003140674964543968,0.004493223423092408,9.292219771417366e-15,0.14197542276233435,0.0006572936238996959,0.002556521162363242,0.0038257701608109375,0.003724828766724695,0.005073617657677917,baseline,deformation_low_train__baseline__medium__n080_te0600_r1_seed0
deformation,deformation_ood_lambda0p5,medium,80,600,1,320,69120,0.001822874903588189,0.0025762950318368,8.98968399720701e-15,0.05473699010908604,0.00025341199124576867,0.0021836319820289804,0.0030929742404960173,0.0014621178251473979,0.0019256434066986642,baseline,deformation_low_train__baseline__medium__n080_te0600_r1_seed1
deformation,deformation_ood_lambda0p75,medium,80,600,1,320,69120,0.0020204549654120572,0.002913747519485084,9.258566135983415e-15,0.09190204702317714,0.0004254724399221164,0.002405715665961417,0.0034970561238133807,0.0016351942648626964,0.002179552174532715,baseline,deformation_low_train__baseline__medium__n080_te0600_r1_seed1
deformation,deformation_ood_lambda1p0,medium,80,600,1,320,69120,0.00234512194922604,0.0034078243050754066,9.09584907393679e-15,0.12136093191802502,0.000561856166287153,0.00274107644153345,0.004067277274210045,0.0019491674569186302,0.002585302412333976,baseline,deformation_low_train__baseline__medium__n080_te0600_r1_seed1
deformation,deformation_ood_lambda0p5,medium,80,600,2,320,69120,0.0027135787264489283,0.0038500130832229687,8.97615315409439e-15,0.04355664998292923,0.00020165115732837606,0.0025994205081021596,0.0037620461550895634,0.002827736944795698,0.003936014508224265,baseline,deformation_low_train__baseline__medium__n080_te0600_r1_seed2
deformation,deformation_ood_lambda0p75,medium,80,600,2,320,69120,0.0029043438270131045,0.004093237209605875,9.063583217283622e-15,0.06204848382622004,0.00028726149919546315,0.002826610411771551,0.004054156220338986,0.0029820772422546596,0.004131948577764598,baseline,deformation_low_train__baseline__medium__n080_te0600_r1_seed2
deformation,deformation_ood_lambda1p0,medium,80,600,2,320,69120,0.0032877162840094067,0.004685916327818828,9.509407150609661e-15,0.07515890002250672,0.00034795787047456816,0.0031989566390932785,0.004513000909900669,0.003376475928925535,0.004852674154512531,baseline,deformation_low_train__baseline__medium__n080_te0600_r1_seed2
deformation,deformation_ood_lambda0p5,medium,160,300,0,320,69120,0.0028673592724119392,0.004132572090678947,8.839456944187419e-15,0.05998790506273508,0.0002777217826978476,0.0022310292252131184,0.0032356360260268617,0.0035036893196107592,0.0048669254849847705,baseline,deformation_low_train__baseline__medium__n160_te0300_r1_seed0
deformation,deformation_ood_lambda0p75,medium,160,300,0,320,69120,0.003102139035266644,0.004460322130319089,9.132278266932303e-15,0.09129380155354738,0.0004226564886738305,0.002413368703071181,0.003607111131463783,0.0037909093674621066,0.0051747170258574044,baseline,deformation_low_train__baseline__medium__n160_te0300_r1_seed0
deformation,deformation_ood_lambda1p0,medium,160,300,0,320,69120,0.0034785639998485144,0.005028428481745233,8.93660145884212e-15,0.16402077153325081,0.00075935542376505,0.0027170650289229156,0.004097300361609703,0.004240062970774114,0.005812255649814995,baseline,deformation_low_train__baseline__medium__n160_te0300_r1_seed0
deformation,deformation_ood_lambda0p5,medium,160,300,1,320,69120,0.0018845433014603422,0.0026800082761559217,9.77655456591009e-15,0.054532347992062566,0.0002524645740373267,0.002284508836324696,0.003242145289574208,0.0014845777665959882,0.0019630034747346345,baseline,deformation_low_train__baseline__medium__n160_te0300_r1_seed1
deformation,deformation_ood_lambda0p75,medium,160,300,1,320,69120,0.002097446676776444,0.00302594623434046,9.631184738623233e-15,0.08799564354121685,0.0004073872386167446,0.002517627310330388,0.0036460467042200156,0.0016772660432225002,0.002240322444846897,baseline,deformation_low_train__baseline__medium__n160_te0300_r1_seed1
deformation,deformation_ood_lambda1p0,medium,160,300,1,320,69120,0.0024422080219475444,0.003537118478583498,9.199932482495398e-15,0.11027976926416158,0.0005105544873340814,0.0028700922124933535,0.004226887073032801,0.0020143238314017345,0.002675040174446337,baseline,deformation_low_train__baseline__medium__n160_te0300_r1_seed1
deformation,deformation_ood_lambda0p5,medium,160,300,2,320,69120,0.0029291060045412622,0.004193574585808988,1.0054110322066379e-14,0.047842461988329886,0.00022149287957560132,0.00285942576787612,0.004166006267323331,0.002998786241206403,0.004220962851543328,baseline,deformation_low_train__baseline__medium__n160_te0300_r1_seed2
deformation,deformation_ood_lambda0p75,medium,160,300,2,320,69120,0.0031161401543714526,0.004427050625570499,9.161421621328713e-15,0.0695553993806243,0.00032201573787326063,0.003085535589448433,0.0044562121976840985,0.003146744719294471,0.0043976956843260265,baseline,deformation_low_train__baseline__medium__n160_te0300_r1_seed2
deformation,deformation_ood_lambda1p0,medium,160,300,2,320,69120,0.0034611137101263198,0.004971447713583176,9.22005527481673e-15,0.08582154959440232,0.00039732198886297367,0.003416804726371626,0.004848742935705372,0.003505422693881013,0.005091195997133683,baseline,deformation_low_train__baseline__medium__n160_te0300_r1_seed2
deformation,deformation_ood_lambda0p5,medium,160,600,0,320,69120,0.0015437625612857895,0.0021003809242115474,9.454589888768794e-15,0.03786420915275812,0.0001752972645961024,0.0014426146539704894,0.0019675694126506816,0.0016449104686010894,0.0022252799059859765,baseline,deformation_low_train__baseline__medium__n160_te0600_r1_seed0
deformation,deformation_ood_lambda0p75,medium,160,600,0,320,69120,0.0016519610254401894,0.0022653912323391543,9.63222557270882e-15,0.0266385518014431,0.00012332662871038474,0.0015739688416942959,0.0021908798600998813,0.0017299532091860825,0.00233752867570153,baseline,deformation_low_train__baseline__medium__n160_te0600_r1_seed0
deformation,deformation_ood_lambda1p0,medium,160,600,0,320,69120,0.0018384817478423287,0.0025738055419919277,9.087869345947297e-15,0.029422688856720926,0.00013621615211444873,0.001770268927602319,0.002473391493056777,0.0019066945680823386,0.0026704464903927754,baseline,deformation_low_train__baseline__medium__n160_te0600_r1_seed0
