material,task,condition,role,structure_index,distance,retained_pcs_95pct
NaCl,temperature,300 K,low,49,2.180099646656842,9
NaCl,temperature,300 K,low,50,2.338520571220403,9
NaCl,temperature,300 K,low,51,2.1604760363870628,9
NaCl,temperature,300 K,low,52,2.7515137338186206,9
NaCl,temperature,300 K,low,53,2.1536834553713264,9
NaCl,temperature,300 K,low,54,2.4840313518303767,9
NaCl,temperature,300 K,low,55,2.5136778774306925,9
NaCl,temperature,300 K,low,56,1.8357579687768744,9
NaCl,temperature,300 K,low,57,1.8292945851565723,9
NaCl,temperature,300 K,low,58,2.4806407993246653,9
NaCl,temperature,300 K,low,59,2.4438449562633497,9
NaCl,temperature,300 K,low,60,2.9931850260791117,9
NaCl,temperature,300 K,low,61,2.533832799843506,9
NaCl,temperature,300 K,low,62,3.8167864536485037,9
NaCl,temperature,300 K,low,63,1.5038750660118068,9
NaCl,temperature,300 K,low,64,2.123819273104216,9
NaCl,temperature,300 K,low,65,1.7498145188562337,9
NaCl,temperature,300 K,low,66,2.187708081298362,9
NaCl,temperature,300 K,low,67,1.8493972966581191,9
NaCl,temperature,300 K,low,68,2.392487024169818,9
NaCl,temperature,300 K,low,69,1.8992299175665852,9
NaCl,temperature,300 K,low,70,1.5671090685667168,9
NaCl,temperature,300 K,low,71,3.8205454979240785,9
NaCl,temperature,300 K,low,72,3.0804764342531876,9
NaCl,temperature,300 K,low,73,1.8089750432557195,9
NaCl,temperature,300 K,low,74,2.6763818719364454,9
NaCl,temperature,300 K,low,75,2.122559558906266,9
NaCl,temperature,300 K,low,76,2.846673269300604,9
NaCl,temperature,300 K,low,77,2.0672490977181206,9
NaCl,temperature,300 K,low,78,3.135773574789493,9
NaCl,temperature,300 K,low,79,3.3751836526656307,9
NaCl,temperature,450 K,low,0,3.755971694486455,9
NaCl,temperature,450 K,low,1,2.767598170292425,9
NaCl,temperature,450 K,low,2,2.440506124524635,9
NaCl,temperature,450 K,low,3,3.2045645581664304,9
NaCl,temperature,450 K,low,4,3.6489313678787805,9
NaCl,temperature,450 K,low,5,4.210187523481215,9
NaCl,temperature,450 K,low,6,3.9408654804700864,9
NaCl,temperature,450 K,low,7,2.979047368248302,9
NaCl,temperature,450 K,low,8,3.757262415626073,9
NaCl,temperature,450 K,low,9,5.069002984927377,9
NaCl,temperature,450 K,low,10,3.4563546517944146,9
NaCl,temperature,450 K,low,11,2.7613985065205755,9
NaCl,temperature,450 K,low,12,2.9424786731084414,9
NaCl,temperature,450 K,low,13,2.025609731089554,9
NaCl,temperature,450 K,low,14,2.954933480635823,9
NaCl,temperature,450 K,low,15,2.8483864836255948,9
NaCl,temperature,450 K,low,16,3.536818154313821,9
NaCl,temperature,450 K,low,17,3.2493612971402834,9
NaCl,temperature,450 K,low,18,3.2460602692383063,9
NaCl,temperature,450 K,low,19,4.211841412323005,9
NaCl,temperature,450 K,low,20,2.911403821441694,9
NaCl,temperature,450 K,low,21,3.8322466215437805,9
NaCl,temperature,450 K,low,22,4.368561957147219,9
NaCl,temperature,450 K,low,23,1.96266801802399,9
NaCl,temperature,450 K,low,24,2.7740753466995867,9
NaCl,temperature,450 K,low,25,3.387513597463626,9
NaCl,temperature,450 K,low,26,1.8246296473313477,9
NaCl,temperature,450 K,low,27,3.2271268931888017,9
NaCl,temperature,450 K,low,28,3.2775243959152744,9
NaCl,temperature,450 K,low,29,2.105818542842359,9
NaCl,temperature,450 K,low,30,2.9788962914232813,9
NaCl,temperature,450 K,low,31,2.1644816654728025,9
NaCl,temperature,450 K,low,32,5.261912603001483,9
NaCl,temperature,450 K,low,33,2.8540734416806846,9
NaCl,temperature,450 K,low,34,1.6351606361003028,9
NaCl,temperature,450 K,low,35,3.340729794724242,9
NaCl,temperature,450 K,low,36,3.1002397205140544,9
NaCl,temperature,450 K,low,37,2.8899102498806055,9
NaCl,temperature,450 K,low,38,4.29269698894877,9
NaCl,temperature,450 K,low,39,3.302435776788041,9
NaCl,temperature,450 K,low,40,2.2877609495115188,9
NaCl,temperature,450 K,low,41,3.093816210517187,9
NaCl,temperature,450 K,low,42,3.0623590747538283,9
NaCl,temperature,450 K,low,43,3.1762602563759432,9
NaCl,temperature,450 K,low,44,2.530306447087391,9
NaCl,temperature,450 K,low,45,2.223996734659645,9
NaCl,temperature,450 K,low,46,2.38292381830196,9
NaCl,temperature,450 K,low,47,4.318353320703384,9
NaCl,temperature,450 K,low,48,2.538783164619599,9
NaCl,temperature,450 K,low,49,6.114902192013079,9
NaCl,temperature,450 K,low,50,3.678482756434651,9
NaCl,temperature,450 K,low,51,2.5644972478612167,9
NaCl,temperature,450 K,low,52,7.826524355175386,9
NaCl,temperature,450 K,low,53,3.6258926439457118,9
NaCl,temperature,450 K,low,54,1.8319821985932254,9
NaCl,temperature,450 K,low,55,4.049485569077079,9
NaCl,temperature,450 K,low,56,2.462442602273244,9
NaCl,temperature,450 K,low,57,3.8967414281533825,9
NaCl,temperature,450 K,low,58,6.07695271256347,9
NaCl,temperature,450 K,low,59,3.3293963617848923,9
NaCl,temperature,450 K,low,60,2.8394999694388363,9
NaCl,temperature,450 K,low,61,2.9155105020319203,9
NaCl,temperature,450 K,low,62,4.707258555744678,9
NaCl,temperature,450 K,low,63,3.2050157926409284,9
NaCl,temperature,450 K,low,64,3.04175453499326,9
NaCl,temperature,450 K,low,65,3.599903533982106,9
NaCl,temperature,450 K,low,66,2.6645867490462543,9
NaCl,temperature,450 K,low,67,4.4336875082608005,9
NaCl,temperature,450 K,low,68,2.472485051909952,9
NaCl,temperature,450 K,low,69,2.8131346913003727,9
NaCl,temperature,450 K,low,70,4.485362489809703,9
NaCl,temperature,450 K,low,71,3.8794279012382558,9
NaCl,temperature,450 K,low,72,3.488396878846164,9
NaCl,temperature,450 K,low,73,2.7909989611190182,9
NaCl,temperature,450 K,low,74,2.1353418491253655,9
NaCl,temperature,450 K,low,75,4.425533180621006,9
NaCl,temperature,450 K,low,76,2.924487835491933,9
NaCl,temperature,450 K,low,77,2.708953097543911,9
NaCl,temperature,450 K,low,78,2.8170560685916315,9
NaCl,temperature,450 K,low,79,3.392240474466987,9
NaCl,temperature,600 K,high,0,3.4420770089066473,9
NaCl,temperature,600 K,high,1,5.872525957582074,9
NaCl,temperature,600 K,high,2,5.433854876768939,9
NaCl,temperature,600 K,high,3,4.453933408614365,9
NaCl,temperature,600 K,high,4,24.018849082353793,9
NaCl,temperature,600 K,high,5,33.80164081246472,9
NaCl,temperature,600 K,high,6,78.88444303961708,9
NaCl,temperature,600 K,high,7,7.318255757929271,9
NaCl,temperature,600 K,high,8,41.44750353937643,9
NaCl,temperature,600 K,high,9,4.366731483927617,9
NaCl,temperature,600 K,high,10,8.408856990024963,9
NaCl,temperature,600 K,high,11,23.400546899705326,9
NaCl,temperature,600 K,high,12,13.025931036332974,9
NaCl,temperature,600 K,high,13,6.164065654786135,9
NaCl,temperature,600 K,high,14,14.845469653300853,9
NaCl,temperature,600 K,high,15,11.745084912825325,9
NaCl,temperature,600 K,high,16,30.730969698966675,9
NaCl,temperature,600 K,high,17,36.953227476505965,9
NaCl,temperature,600 K,high,18,7.574848005879612,9
NaCl,temperature,600 K,high,19,91.85529583159571,9
NaCl,temperature,600 K,high,20,41.294755976712715,9
NaCl,temperature,600 K,high,21,11.12013540405985,9
NaCl,temperature,600 K,high,22,28.431437918920963,9
NaCl,temperature,600 K,high,23,11.066118162278347,9
NaCl,temperature,600 K,high,24,10.441453970228133,9
NaCl,temperature,600 K,high,25,14.279382041698335,9
NaCl,temperature,600 K,high,26,4.824970601481279,9
NaCl,temperature,600 K,high,27,15.137279663311304,9
NaCl,temperature,600 K,high,28,15.531615759629698,9
NaCl,temperature,600 K,high,29,5.829548993302056,9
NaCl,temperature,600 K,high,30,10.997304343252594,9
NaCl,temperature,600 K,high,31,57.287682557303405,9
NaCl,temperature,600 K,high,32,43.77143016885198,9
NaCl,temperature,600 K,high,33,5.804041022895178,9
NaCl,temperature,600 K,high,34,26.870803458542976,9
NaCl,temperature,600 K,high,35,19.937879854877913,9
NaCl,temperature,600 K,high,36,4.559198233899289,9
NaCl,temperature,600 K,high,37,6.354350563023661,9
NaCl,temperature,600 K,high,38,55.83161281377063,9
NaCl,temperature,600 K,high,39,6.2621028188328625,9
NaCl,temperature,600 K,high,40,100.95480637924116,9
NaCl,temperature,600 K,high,41,6.811254117354478,9
NaCl,temperature,600 K,high,42,19.08147140681769,9
NaCl,temperature,600 K,high,43,12.051172441777883,9
NaCl,temperature,600 K,high,44,49.9905512768693,9
NaCl,temperature,600 K,high,45,7.905779491228773,9
NaCl,temperature,600 K,high,46,5.499324505334635,9
NaCl,temperature,600 K,high,47,13.391277469611525,9
NaCl,temperature,600 K,high,48,10.784915979433071,9
NaCl,temperature,600 K,high,49,4.626652382217854,9
NaCl,temperature,600 K,high,50,9.542997285666676,9
NaCl,temperature,600 K,high,51,9.232093786281832,9
NaCl,temperature,600 K,high,52,14.13414759840912,9
NaCl,temperature,600 K,high,53,4.093905494547462,9
NaCl,temperature,600 K,high,54,6.893784596396735,9
NaCl,temperature,600 K,high,55,6.57116634282147,9
NaCl,temperature,600 K,high,56,82.21583523350556,9
NaCl,temperature,600 K,high,57,4.880375514118364,9
NaCl,temperature,600 K,high,58,4.969601101225834,9
NaCl,temperature,600 K,high,59,14.211653501397606,9
NaCl,temperature,600 K,high,60,4.98371460710353,9
NaCl,temperature,600 K,high,61,5.808190489294318,9
NaCl,temperature,600 K,high,62,6.909436939534293,9
NaCl,temperature,600 K,high,63,4.6747636253898905,9
NaCl,temperature,600 K,high,64,7.075863924380173,9
NaCl,temperature,600 K,high,65,6.831623180755717,9
NaCl,temperature,600 K,high,66,12.135530038683013,9
NaCl,temperature,600 K,high,67,5.430220997411823,9
NaCl,temperature,600 K,high,68,17.21574502853408,9
NaCl,temperature,600 K,high,69,6.027714462790955,9
NaCl,temperature,600 K,high,70,4.941984118156433,9
NaCl,temperature,600 K,high,71,20.022519903764145,9
NaCl,temperature,600 K,high,72,5.557481704717029,9
NaCl,temperature,600 K,high,73,22.545500391492148,9
NaCl,temperature,600 K,high,74,35.14982385083462,9
NaCl,temperature,600 K,high,75,11.725645582732486,9
NaCl,temperature,600 K,high,76,38.35206893725255,9
NaCl,temperature,600 K,high,77,15.409096887367028,9
NaCl,temperature,600 K,high,78,4.776244972202492,9
NaCl,temperature,600 K,high,79,23.66189334314055,9
NaCl,temperature,650 K,high,0,9.548769472748242,9
NaCl,temperature,650 K,high,1,12.399040990499763,9
NaCl,temperature,650 K,high,2,6.097778644591245,9
NaCl,temperature,650 K,high,3,21.270879744958897,9
NaCl,temperature,650 K,high,4,31.697993217581043,9
NaCl,temperature,650 K,high,5,10.946558004867416,9
NaCl,temperature,650 K,high,6,7.892126864784224,9
NaCl,temperature,650 K,high,7,15.028609448840378,9
NaCl,temperature,650 K,high,8,94.74844354095363,9
NaCl,temperature,650 K,high,9,16.15828717264201,9
NaCl,temperature,650 K,high,10,27.906876822766282,9
NaCl,temperature,650 K,high,11,50.11118841778595,9
NaCl,temperature,650 K,high,12,76.85307318300573,9
NaCl,temperature,650 K,high,13,38.38858934293345,9
NaCl,temperature,650 K,high,14,18.023664630087964,9
NaCl,temperature,650 K,high,15,45.12586934513702,9
NaCl,temperature,650 K,high,16,16.940164496273788,9
NaCl,temperature,650 K,high,17,26.461195538799874,9
NaCl,temperature,650 K,high,18,114.14180720179321,9
NaCl,temperature,650 K,high,19,6.190368691213363,9
NaCl,temperature,650 K,high,20,6.690694009790555,9
NaCl,temperature,650 K,high,21,13.832776797891707,9
NaCl,temperature,650 K,high,22,34.12878891953718,9
NaCl,temperature,650 K,high,23,18.758963419070383,9
NaCl,temperature,650 K,high,24,6.685860939103753,9
NaCl,temperature,650 K,high,25,11.15138164556588,9
NaCl,temperature,650 K,high,26,99.95193389171861,9
NaCl,temperature,650 K,high,27,12.168518774333952,9
NaCl,temperature,650 K,high,28,7.634914838640439,9
NaCl,temperature,650 K,high,29,20.01984566680503,9
NaCl,temperature,650 K,high,30,12.074385478142286,9
NaCl,temperature,650 K,high,31,9.153557951603798,9
NaCl,temperature,650 K,high,32,11.706545225135503,9
NaCl,temperature,650 K,high,33,11.848581487802457,9
NaCl,temperature,650 K,high,34,13.29982312964445,9
NaCl,temperature,650 K,high,35,60.26216060295164,9
NaCl,temperature,650 K,high,36,314.30707610287476,9
NaCl,temperature,650 K,high,37,9.159587523766223,9
NaCl,temperature,650 K,high,38,7.286518797701389,9
NaCl,temperature,650 K,high,39,374.7728399743448,9
NaCl,temperature,650 K,high,40,15.253614563309046,9
NaCl,temperature,650 K,high,41,24.25033404787873,9
NaCl,temperature,650 K,high,42,11.940724528230323,9
NaCl,temperature,650 K,high,43,53.41928000926809,9
NaCl,temperature,650 K,high,44,455.09175437964836,9
NaCl,temperature,650 K,high,45,9.794858560009773,9
NaCl,temperature,650 K,high,46,16.063015540690085,9
NaCl,temperature,650 K,high,47,35.78212854552797,9
NaCl,temperature,650 K,high,48,15.978783821696071,9
NaCl,temperature,650 K,high,49,11.328325910634716,9
NaCl,temperature,650 K,high,50,6.275025783944547,9
NaCl,temperature,650 K,high,51,10.239139641399452,9
NaCl,temperature,650 K,high,52,16.912216422852612,9
NaCl,temperature,650 K,high,53,102.1451620708518,9
NaCl,temperature,650 K,high,54,16.907430428937484,9
NaCl,temperature,650 K,high,55,49.29933026532682,9
NaCl,temperature,650 K,high,56,12.21773144742033,9
NaCl,temperature,650 K,high,57,30.312399899967968,9
NaCl,temperature,650 K,high,58,6.960851509195485,9
NaCl,temperature,650 K,high,59,64.22227239996343,9
NaCl,temperature,650 K,high,60,22.518895755558873,9
NaCl,temperature,650 K,high,61,19.697618842954178,9
NaCl,temperature,650 K,high,62,10.890863931529303,9
NaCl,temperature,650 K,high,63,15.31908826797529,9
NaCl,temperature,650 K,high,64,12.451773620244994,9
NaCl,temperature,650 K,high,65,5.1621212064122854,9
NaCl,temperature,650 K,high,66,404.2779567260195,9
NaCl,temperature,650 K,high,67,23.920355530742597,9
NaCl,temperature,650 K,high,68,15.859601382777006,9
NaCl,temperature,650 K,high,69,46.378230253294866,9
NaCl,temperature,650 K,high,70,9.409891936164106,9
NaCl,temperature,650 K,high,71,8.634202614066842,9
NaCl,temperature,650 K,high,72,30.844811016755774,9
NaCl,temperature,650 K,high,73,125.52097996262134,9
NaCl,temperature,650 K,high,74,52.62670094789616,9
NaCl,temperature,650 K,high,75,12.86940510736048,9
NaCl,temperature,650 K,high,76,7.767053839686385,9
NaCl,temperature,650 K,high,77,60.41037301911753,9
NaCl,temperature,650 K,high,78,8.294875889420412,9
NaCl,temperature,650 K,high,79,16.951506163041987,9
NaCl,temperature,700 K,high,0,795.1619065151384,9
NaCl,temperature,700 K,high,1,147.8718259132219,9
NaCl,temperature,700 K,high,2,11.131009100444953,9
NaCl,temperature,700 K,high,3,26.728361651880803,9
NaCl,temperature,700 K,high,4,34.18924540451168,9
NaCl,temperature,700 K,high,5,18.95559582417746,9
NaCl,temperature,700 K,high,6,314.5213608670195,9
NaCl,temperature,700 K,high,7,260.74787777492617,9
NaCl,temperature,700 K,high,8,109.0372377655953,9
NaCl,temperature,700 K,high,9,118.57929037691196,9
NaCl,temperature,700 K,high,10,17.338795681783285,9
NaCl,temperature,700 K,high,11,30.384665643915667,9
NaCl,temperature,700 K,high,12,31.122430513135605,9
NaCl,temperature,700 K,high,13,257.38819389475395,9
NaCl,temperature,700 K,high,14,410.444668906649,9
NaCl,temperature,700 K,high,15,82.35415375019649,9
NaCl,temperature,700 K,high,16,36.68923932303813,9
NaCl,temperature,700 K,high,17,40.4641689804044,9
NaCl,temperature,700 K,high,18,145.63851833359553,9
NaCl,temperature,700 K,high,19,94.49438275938014,9
NaCl,temperature,700 K,high,20,2928.7683488950743,9
NaCl,temperature,700 K,high,21,43.36168010483159,9
NaCl,temperature,700 K,high,22,12.362316880062206,9
NaCl,temperature,700 K,high,23,48.76854329620034,9
NaCl,temperature,700 K,high,24,200.63659431179232,9
NaCl,temperature,700 K,high,25,41.25913114893267,9
NaCl,temperature,700 K,high,26,104.4919889799112,9
NaCl,temperature,700 K,high,27,49.41185618800444,9
NaCl,temperature,700 K,high,28,55.03647965714582,9
NaCl,temperature,700 K,high,29,25.253637163685614,9
NaCl,temperature,700 K,high,30,83.0628794276339,9
NaCl,temperature,700 K,high,31,58.06401405450964,9
NaCl,temperature,700 K,high,32,48.629755050753936,9
NaCl,temperature,700 K,high,33,11.487645022034753,9
NaCl,temperature,700 K,high,34,42.08759051605092,9
NaCl,temperature,700 K,high,35,260.9088362819806,9
NaCl,temperature,700 K,high,36,721.368599829281,9
NaCl,temperature,700 K,high,37,15.11898113542443,9
NaCl,temperature,700 K,high,38,91.7131940870124,9
NaCl,temperature,700 K,high,39,28.998838788690396,9
NaCl,temperature,700 K,high,40,121.50013822243803,9
NaCl,temperature,700 K,high,41,36.70597325638892,9
NaCl,temperature,700 K,high,42,12.947237942250329,9
NaCl,temperature,700 K,high,43,113.08949079478688,9
NaCl,temperature,700 K,high,44,229.3226051753905,9
NaCl,temperature,700 K,high,45,9.465886092414635,9
NaCl,temperature,700 K,high,46,89.48762337134775,9
NaCl,temperature,700 K,high,47,18.59325333801603,9
NaCl,temperature,700 K,high,48,19.521967358172937,9
NaCl,temperature,700 K,high,49,61.51368666320765,9
NaCl,temperature,700 K,high,50,22.468469513677952,9
NaCl,temperature,700 K,high,51,101.46215178522112,9
NaCl,temperature,700 K,high,52,21.51700410702081,9
NaCl,temperature,700 K,high,53,45.334587458910335,9
NaCl,temperature,700 K,high,54,114.38309080805489,9
NaCl,temperature,700 K,high,55,111.16502070367497,9
NaCl,temperature,700 K,high,56,8.742596150090762,9
NaCl,temperature,700 K,high,57,38.52348279005676,9
NaCl,temperature,700 K,high,58,151.84704834931637,9
NaCl,temperature,700 K,high,59,53.477507502307596,9
NaCl,temperature,700 K,high,60,56.51060913172153,9
NaCl,temperature,700 K,high,61,15.542909176012834,9
NaCl,temperature,700 K,high,62,56.665044042317845,9
NaCl,temperature,700 K,high,63,39.27956810361362,9
NaCl,temperature,700 K,high,64,14.039639277367224,9
NaCl,temperature,700 K,high,65,32.45965880980487,9
NaCl,temperature,700 K,high,66,31.509227161545645,9
NaCl,temperature,700 K,high,67,66.60095914942988,9
NaCl,temperature,700 K,high,68,45.0677484975771,9
NaCl,temperature,700 K,high,69,96.56957551082039,9
NaCl,temperature,700 K,high,70,421.7611032625872,9
NaCl,temperature,700 K,high,71,73.47880724421343,9
NaCl,temperature,700 K,high,72,165.92271351078804,9
NaCl,temperature,700 K,high,73,61.71714197134307,9
NaCl,temperature,700 K,high,74,34.53534742881691,9
NaCl,temperature,700 K,high,75,36.901948297014336,9
NaCl,temperature,700 K,high,76,116.02226612524922,9
NaCl,temperature,700 K,high,77,380.7770743166263,9
NaCl,temperature,700 K,high,78,12.223980215245687,9
NaCl,temperature,700 K,high,79,507.54041745303374,9
CsPbI3,deformation,lambda=1/6,low,0,4.970788792514081,9
CsPbI3,deformation,lambda=1/6,low,1,4.615419155499909,9
CsPbI3,deformation,lambda=1/6,low,2,4.169366952290865,9
CsPbI3,deformation,lambda=1/6,low,3,3.252162838260529,9
CsPbI3,deformation,lambda=1/6,low,4,2.9094081727470127,9
CsPbI3,deformation,lambda=1/6,low,5,2.668828630185032,9
CsPbI3,deformation,lambda=1/6,low,6,2.496174869983557,9
CsPbI3,deformation,lambda=1/6,low,7,2.4232168392204296,9
CsPbI3,deformation,lambda=1/6,low,8,2.8471188788162345,9
CsPbI3,deformation,lambda=1/6,low,9,3.293083916020196,9
CsPbI3,deformation,lambda=1/6,low,10,3.762894595852978,9
CsPbI3,deformation,lambda=1/6,low,11,4.144592604702786,9
CsPbI3,deformation,lambda=1/6,low,12,4.3663525277225785,9
CsPbI3,deformation,lambda=1/6,low,13,4.166029256061208,9
CsPbI3,deformation,lambda=1/6,low,14,3.8447680524299286,9
CsPbI3,deformation,lambda=1/6,low,15,3.518587196719781,9
CsPbI3,deformation,lambda=1/6,low,16,3.3166273227010707,9
CsPbI3,deformation,lambda=1/6,low,17,3.4814518862685904,9
CsPbI3,deformation,lambda=1/6,low,18,3.7585038073185513,9
CsPbI3,deformation,lambda=1/6,low,19,4.058383247467448,9
CsPbI3,deformation,lambda=1/6,low,20,4.30039149879757,9
CsPbI3,deformation,lambda=1/6,low,21,4.4254310372513785,9
CsPbI3,deformation,lambda=1/6,low,22,4.230715892149594,9
CsPbI3,deformation,lambda=1/6,low,23,3.8912260994524255,9
CsPbI3,deformation,lambda=1/6,low,24,3.4275125598401677,9
CsPbI3,deformation,lambda=1/6,low,25,2.925329608437662,9
CsPbI3,deformation,lambda=1/6,low,26,2.1088489308972678,9
CsPbI3,deformation,lambda=1/6,low,27,1.8754685416352463,9
CsPbI3,deformation,lambda=1/6,low,28,1.8251175462038423,9
CsPbI3,deformation,lambda=1/6,low,29,2.0370220577897227,9
CsPbI3,deformation,lambda=1/6,low,30,2.5683206649526826,9
CsPbI3,deformation,lambda=1/6,low,31,4.338267192221201,9
CsPbI3,deformation,lambda=1/6,low,32,5.04316087019955,9
CsPbI3,deformation,lambda=1/6,low,33,5.185252088961067,9
CsPbI3,deformation,lambda=1/6,low,34,4.707220042681994,9
CsPbI3,deformation,lambda=1/6,low,35,3.886975614261,9
CsPbI3,deformation,lambda=1/6,low,36,2.704653595033808,9
CsPbI3,deformation,lambda=1/6,low,37,2.6039399424608183,9
CsPbI3,deformation,lambda=1/6,low,38,2.7352322629893955,9
CsPbI3,deformation,lambda=1/6,low,39,2.9678005906168705,9
CsPbI3,deformation,lambda=1/6,low,40,3.182582310456662,9
CsPbI3,deformation,lambda=1/6,low,41,3.2899328829250734,9
CsPbI3,deformation,lambda=1/6,low,42,3.1477265238889345,9
CsPbI3,deformation,lambda=1/6,low,43,2.9100127514267724,9
CsPbI3,deformation,lambda=1/6,low,44,2.626358186813706,9
CsPbI3,deformation,lambda=1/6,low,45,2.1736700385548833,9
CsPbI3,deformation,lambda=1/6,low,46,2.10510382325798,9
CsPbI3,deformation,lambda=1/6,low,47,2.1112852166275253,9
CsPbI3,deformation,lambda=1/6,low,48,2.1268011281653165,9
CsPbI3,deformation,lambda=1/6,low,49,2.137197501476584,9
CsPbI3,deformation,lambda=1/6,low,50,2.164419895796005,9
CsPbI3,deformation,lambda=1/6,low,51,2.17324490283363,9
CsPbI3,deformation,lambda=1/6,low,52,2.184759618153632,9
CsPbI3,deformation,lambda=1/6,low,53,2.208914500392249,9
CsPbI3,deformation,lambda=1/6,low,54,2.238756901557192,9
CsPbI3,deformation,lambda=1/6,low,55,2.318964553445154,9
CsPbI3,deformation,lambda=1/6,low,56,2.391514324778321,9
CsPbI3,deformation,lambda=1/6,low,57,2.469338821769986,9
CsPbI3,deformation,lambda=1/6,low,58,2.5642640888414228,9
CsPbI3,deformation,lambda=1/6,low,59,2.7282132903674183,9
CsPbI3,deformation,lambda=1/6,low,60,2.750811081266422,9
CsPbI3,deformation,lambda=1/6,low,61,2.737508805241313,9
CsPbI3,deformation,lambda=1/6,low,62,2.6836323335625414,9
CsPbI3,deformation,lambda=1/6,low,63,2.570630382404752,9
CsPbI3,deformation,lambda=1/6,low,64,2.2942312550238357,9
CsPbI3,deformation,lambda=1/6,low,65,2.2323398149842015,9
CsPbI3,deformation,lambda=1/6,low,66,2.2263774685858007,9
CsPbI3,deformation,lambda=1/6,low,67,2.231092844437448,9
CsPbI3,deformation,lambda=1/6,low,68,2.2120514991872495,9
CsPbI3,deformation,lambda=1/6,low,69,2.1989797925192534,9
CsPbI3,deformation,lambda=1/6,low,70,2.3536503705323577,9
CsPbI3,deformation,lambda=1/6,low,71,2.6298365249854414,9
CsPbI3,deformation,lambda=1/6,low,72,2.920497740884109,9
CsPbI3,deformation,lambda=1/6,low,73,3.1429643691276024,9
CsPbI3,deformation,lambda=1/6,low,74,3.4514301928898115,9
CsPbI3,deformation,lambda=1/6,low,75,3.575624229430946,9
CsPbI3,deformation,lambda=1/6,low,76,3.6417086666661547,9
CsPbI3,deformation,lambda=1/6,low,77,3.6691667765951808,9
CsPbI3,deformation,lambda=1/6,low,78,3.836705387147112,9
CsPbI3,deformation,lambda=1/6,low,79,3.9548860604756015,9
CsPbI3,deformation,lambda=1/3,low,0,4.742351187309542,9
CsPbI3,deformation,lambda=1/3,low,1,4.380868008825266,9
CsPbI3,deformation,lambda=1/3,low,2,3.9803372234296233,9
CsPbI3,deformation,lambda=1/3,low,3,3.4708852620628017,9
CsPbI3,deformation,lambda=1/3,low,4,3.2981346122699797,9
CsPbI3,deformation,lambda=1/3,low,5,3.1059619732598316,9
CsPbI3,deformation,lambda=1/3,low,6,2.867929544667437,9
CsPbI3,deformation,lambda=1/3,low,7,2.667168710702304,9
CsPbI3,deformation,lambda=1/3,low,8,3.6364303907400743,9
CsPbI3,deformation,lambda=1/3,low,9,4.417919340744247,9
CsPbI3,deformation,lambda=1/3,low,10,4.570854809578519,9
CsPbI3,deformation,lambda=1/3,low,11,4.007575827712,9
CsPbI3,deformation,lambda=1/3,low,12,2.625764687190127,9
CsPbI3,deformation,lambda=1/3,low,13,2.53031327547257,9
CsPbI3,deformation,lambda=1/3,low,14,2.657793309309475,9
CsPbI3,deformation,lambda=1/3,low,15,2.8175453533690322,9
CsPbI3,deformation,lambda=1/3,low,16,2.950271686082278,9
CsPbI3,deformation,lambda=1/3,low,17,3.123138320286142,9
CsPbI3,deformation,lambda=1/3,low,18,3.1733507214704577,9
CsPbI3,deformation,lambda=1/3,low,19,3.1972973697271323,9
CsPbI3,deformation,lambda=1/3,low,20,3.1705504189581752,9
CsPbI3,deformation,lambda=1/3,low,21,3.0633698946487034,9
CsPbI3,deformation,lambda=1/3,low,22,2.7238775902572447,9
CsPbI3,deformation,lambda=1/3,low,23,2.554202710955533,9
CsPbI3,deformation,lambda=1/3,low,24,2.379096652536915,9
CsPbI3,deformation,lambda=1/3,low,25,2.229587625617771,9
CsPbI3,deformation,lambda=1/3,low,26,2.235148089571218,9
CsPbI3,deformation,lambda=1/3,low,27,2.3116219667679654,9
CsPbI3,deformation,lambda=1/3,low,28,2.3323589553371566,9
CsPbI3,deformation,lambda=1/3,low,29,2.2882771986365538,9
CsPbI3,deformation,lambda=1/3,low,30,2.2199122695432747,9
CsPbI3,deformation,lambda=1/3,low,31,2.251133071412965,9
CsPbI3,deformation,lambda=1/3,low,32,2.372456161783298,9
CsPbI3,deformation,lambda=1/3,low,33,2.504702088963515,9
CsPbI3,deformation,lambda=1/3,low,34,2.5980638915534064,9
CsPbI3,deformation,lambda=1/3,low,35,2.6377821486476902,9
CsPbI3,deformation,lambda=1/3,low,36,2.5724938936155652,9
CsPbI3,deformation,lambda=1/3,low,37,2.447324059155364,9
CsPbI3,deformation,lambda=1/3,low,38,2.2807008912115223,9
CsPbI3,deformation,lambda=1/3,low,39,2.1157770755999645,9
CsPbI3,deformation,lambda=1/3,low,40,1.9904127064039856,9
CsPbI3,deformation,lambda=1/3,low,41,1.9196740753759463,9
CsPbI3,deformation,lambda=1/3,low,42,1.957494429781904,9
CsPbI3,deformation,lambda=1/3,low,43,2.013139466580311,9
CsPbI3,deformation,lambda=1/3,low,44,2.078048834086976,9
CsPbI3,deformation,lambda=1/3,low,45,2.247939535892144,9
CsPbI3,deformation,lambda=1/3,low,46,2.326010061375987,9
CsPbI3,deformation,lambda=1/3,low,47,2.3618894345813914,9
CsPbI3,deformation,lambda=1/3,low,48,2.3565176385899016,9
CsPbI3,deformation,lambda=1/3,low,49,2.336125088795976,9
CsPbI3,deformation,lambda=1/3,low,50,2.2779537529402574,9
CsPbI3,deformation,lambda=1/3,low,51,2.2150284503298425,9
