cutoff_radius_over_r0,radius_squared,shell_multiplicity,shell_charge,shell_madelung_contribution,direct_madelung_sum,local_charge,delta_q,image_charge_correction,neutralized_madelung_sum,reference,direct_error,neutralized_error
53.74011537017761,2888,228,228,4.242640687119282,8.283134497160304,539,-539,-10.029751448935503,-1.7466169517751986,-1.7475645946331821,10.030699091793487,0.0009476428579835439
53.749418601506754,2889,960,-960,-17.86065830995056,-9.577523812790254,-421,421,7.832642863009464,-1.7448809497807902,-1.7475645946331821,-7.829959218157072,0.00268364485239192
53.75872022286245,2890,456,456,8.48234478256932,-1.0951790302209332,35,-35,-0.651057165328784,-1.7462361955497172,-1.7475645946331821,0.6523855644122489,0.0013283990834649373
53.76802023508026,2891,504,-504,-9.373601590619323,-10.468780620840256,-469,469,8.7226570357152,-1.7461235851250567,-1.7475645946331821,-8.721216026207074,0.0014410095081254237
53.777318638995006,2892,96,96,1.7851392079334487,-8.683641412906807,-373,373,6.936009630824737,-1.7476317820820704,-1.7475645946331821,-6.936076818273625,-6.718744888822847e-05
53.786615435440815,2893,192,-192,-3.5696613078481234,-12.253302720754931,-565,565,10.504472077782253,-1.7488306429726777,-1.7475645946331821,-10.505738126121749,-0.0012660483394955069
53.79591062525106,2894,816,816,15.168439208778617,2.915136488023686,251,-251,-4.665782158582591,-1.7506456705589049,-1.7475645946331821,4.662701082656868,-0.0030810759257227094
53.81449618829484,2896,120,120,2.2298824387414973,5.145018926765183,371,-371,-6.894053206442468,-1.7490342796772849,-1.7475645946331821,6.8925835213983655,-0.0014696850441027198
53.823786563191554,2897,432,-432,-8.026191161649614,-2.8811722348844304,-61,61,1.133327918658849,-1.7478443162255815,-1.7475645946331821,-1.1336076402512483,-0.00027972159239930683
53.83307533477908,2898,480,480,8.916451401205642,6.035279166321211,419,-419,-7.783319035635761,-1.7480398693145496,-1.7475645946331821,7.7828437609543935,-0.00047527468136743245
53.842362503887216,2899,240,-240,-4.457456709531874,1.5778224567893373,179,-179,-3.3245197958591968,-1.7466973390698595,-1.7475645946331821,3.3253870514225197,0.0008672555633226775
53.85164807134504,2900,360,360,6.685032174373819,8.262854631163156,539,-539,-10.008978727743095,-1.7461240965799387,-1.7475645946331821,10.010419225796339,0.001440498053243422
53.86093203798092,2901,624,-624,-11.585391793071311,-3.322537161908155,-85,85,1.5781383051459423,-1.7443988567622126,-1.7475645946331821,-1.5749725672749728,0.0031657378709695205
53.87021440462252,2902,216,216,4.009636909510165,0.6870997476020104,131,-131,-2.4317705330825468,-1.7446707854805363,-1.7475645946331821,2.434664342235193,0.00289380915264581
53.88877434122992,2904,264,264,4.8989794855663495,5.58607923316836,395,-395,-7.329912487873904,-1.7438332547055442,-1.7475645946331821,7.333643827801542,0.0037313399276379666
53.898051912847464,2905,288,-288,-5.343421325611046,0.2426579075573141,107,-107,-1.9852294508346569,-1.7425715432773428,-1.7475645946331821,1.9902225021904962,0.004993051355839384
53.907327887774215,2906,792,792,14.69188014009526,14.934538047652573,899,-899,-16.67676798730524,-1.7422299396526668,-1.7475645946331821,16.682102642285756,0.00533465498051533
53.91660226683428,2907,288,-288,-5.341582887116725,9.592955160535848,611,-611,-11.33231647232052,-1.7393613117846716,-1.7475645946331821,11.34051975516903,0.008203282848510574
53.9351462406472,2909,840,-840,-15.574260172617194,-5.9813050120813465,-229,229,4.245839975630186,-1.7354650364511608,-1.7475645946331821,-4.233740417448164,0.012099558182021353
53.94441583704471,2910,480,480,8.898047973120784,2.9167429610394375,251,-251,-4.652937585944406,-1.736194624904969,-1.7475645946331821,4.66430755567262,0.011369969728213247
53.96295025292817,2912,144,144,2.668497539979966,5.5852405010194035,395,-395,-7.319837002028374,-1.7345965010089701,-1.7475645946331821,7.332805095652586,0.01296809362421203
53.97221507405454,2913,336,-336,-6.22542542563762,-0.6401849246182163,59,-59,-1.0931550598589832,-1.7333399844771995,-1.7475645946331821,1.1073796700149658,0.014224610155982642
