# nacl216_train_like_00000 source=scripted_perturbation label=Ewald-QEq_teacher material=NaCl atoms=216
216
  16.9200000000  0.0000000000  0.0000000000  0.0000000000  16.9200000000  0.0000000000  0.0000000000  0.0000000000  16.9200000000
Na   16.9128041100   16.8188831700   16.8623460700  0.00000000  0.00000000  0.00000000   0.5989939200
Na   0.0564272600   2.8431791400   2.7404943500  0.00000000  0.00000000  0.00000000   0.6000700900
Na   2.8309761200   0.0379645300   2.7497445800  0.00000000  0.00000000  0.00000000   0.5979512200
Na   3.0417109600   2.8581347900   0.0330271800  0.00000000  0.00000000  0.00000000   0.5979118300
Cl   2.6851485000   16.9080736100   0.0692586300  0.00000000  0.00000000  0.00000000  -0.6006030200
Cl   16.9193469900   2.7098996600   16.7535107300  0.00000000  0.00000000  0.00000000  -0.5927853000
Cl   0.0294480600   0.1032900300   2.6840696000  0.00000000  0.00000000  0.00000000  -0.5972490700
Cl   2.8876454100   2.7897033200   2.6562472000  0.00000000  0.00000000  0.00000000  -0.5995820800
Na   16.8665441600   0.0420214000   5.5685329500  0.00000000  0.00000000  0.00000000   0.5955229100
Na   0.0369351300   2.7931484900   8.4558001200  0.00000000  0.00000000  0.00000000   0.5911172700
Na   2.8467605700   16.8552361800   8.5593891200  0.00000000  0.00000000  0.00000000   0.5979415000
Na   2.7790917900   2.8512685000   5.6576278900  0.00000000  0.00000000  0.00000000   0.5973137800
Cl   2.9065487700   16.8956333200   5.6191491700  0.00000000  0.00000000  0.00000000  -0.5938478200
Cl   0.1056448700   2.6975042800   5.5510325400  0.00000000  0.00000000  0.00000000  -0.6012919800
Cl   0.1486002100   16.8071062100   8.5170896200  0.00000000  0.00000000  0.00000000  -0.5966687700
Cl   2.8017959300   2.9054226800   8.4544119700  0.00000000  0.00000000  0.00000000  -0.5960058000
Na   0.0568994300   0.0497086600   11.2930109900  0.00000000  0.00000000  0.00000000   0.6042056200
Na   0.0862014500   2.7839760900   14.1635689600  0.00000000  0.00000000  0.00000000   0.6057174200
Na   2.8851472400   16.8013008900   14.1974855000  0.00000000  0.00000000  0.00000000   0.5935906600
Na   2.8317896500   2.8911237700   11.3283042100  0.00000000  0.00000000  0.00000000   0.5986688400
Cl   2.6560121400   0.0763606200   11.3083635100  0.00000000  0.00000000  0.00000000  -0.5980893400
Cl   16.8950859200   2.7093081400   11.4511873700  0.00000000  0.00000000  0.00000000  -0.5960716900
Cl   16.8674421800   0.0797917000   13.9915297900  0.00000000  0.00000000  0.00000000  -0.5956687200
Cl   2.8360046100   2.9283244600   14.1138683800  0.00000000  0.00000000  0.00000000  -0.5968562800
Na   0.0011490600   5.6203493200   16.8685615000  0.00000000  0.00000000  0.00000000   0.6009000200
Na   16.8908012600   8.4691952500   2.8288542700  0.00000000  0.00000000  0.00000000   0.5999140600
Na   2.8953000700   5.5558653600   2.7925409800  0.00000000  0.00000000  0.00000000   0.5954770300
Na   2.7888677500   8.4057773400   0.0686847600  0.00000000  0.00000000  0.00000000   0.5991621400
Cl   2.8381409300   5.5481945700   0.0166074300  0.00000000  0.00000000  0.00000000  -0.6001639400
Cl   0.0021301700   8.5039749800   0.0714104400  0.00000000  0.00000000  0.00000000  -0.5950712600
Cl   16.8918739000   5.6086053100   2.7954833300  0.00000000  0.00000000  0.00000000  -0.5950948700
Cl   2.8335555800   8.4715795400   2.8197687100  0.00000000  0.00000000  0.00000000  -0.5955301000
Na   16.7868795300   5.6120239700   5.6898864600  0.00000000  0.00000000  0.00000000   0.5936296200
Na   16.8831544900   8.4334635100   8.4710984400  0.00000000  0.00000000  0.00000000   0.5980238300
Na   2.8336414400   5.6197321200   8.4843704400  0.00000000  0.00000000  0.00000000   0.6009194100
Na   2.8400381100   8.5268448200   5.6777811000  0.00000000  0.00000000  0.00000000   0.5985034600
Cl   2.8442549400   5.7059604900   5.7109114000  0.00000000  0.00000000  0.00000000  -0.5944193700
Cl   16.8485905700   8.5220766600   5.6060419000  0.00000000  0.00000000  0.00000000  -0.5958432900
Cl   0.0675817400   5.6342130100   8.5249940900  0.00000000  0.00000000  0.00000000  -0.6001025500
Cl   2.8226515400   8.4179664900   8.5899006300  0.00000000  0.00000000  0.00000000  -0.5988579900
Na   16.8154012500   5.6078702200   11.3405275600  0.00000000  0.00000000  0.00000000   0.5972524000
Na   16.7368319000   8.4760747200   13.9799747200  0.00000000  0.00000000  0.00000000   0.5988563400
Na   2.8236648700   5.7256067600   14.1622893500  0.00000000  0.00000000  0.00000000   0.5991939700
Na   2.8727889600   8.4002019800   11.1720361300  0.00000000  0.00000000  0.00000000   0.5989074800
Cl   2.7782386300   5.5646476400   11.2800858100  0.00000000  0.00000000  0.00000000  -0.5970929800
Cl   16.9104776700   8.4171949500   11.2553955200  0.00000000  0.00000000  0.00000000  -0.5962788900
Cl   16.9009054000   5.6757058400   14.1313308500  0.00000000  0.00000000  0.00000000  -0.5956292800
Cl   2.7213968300   8.4033140900   14.0409644300  0.00000000  0.00000000  0.00000000  -0.5927027100
Na   16.9152976100   11.3101909100   0.0499731400  0.00000000  0.00000000  0.00000000   0.5993739200
Na   16.8391059100   14.1777243400   2.7713172900  0.00000000  0.00000000  0.00000000   0.5950880400
Na   2.8655288900   11.3142557700   2.7154438000  0.00000000  0.00000000  0.00000000   0.6002460900
Na   2.8591981300   14.0819520100   16.8687817000  0.00000000  0.00000000  0.00000000   0.5882650100
Cl   2.8969411600   11.1224721800   16.8928175900  0.00000000  0.00000000  0.00000000  -0.5989547600
Cl   16.7746176100   13.9978480700   0.1005273600  0.00000000  0.00000000  0.00000000  -0.6011011300
Cl   16.8685316300   11.3403635400   2.8335642800  0.00000000  0.00000000  0.00000000  -0.5959316900
Cl   2.9430085700   14.0971042700   2.9156431600  0.00000000  0.00000000  0.00000000  -0.5970010500
Na   16.8779722100   11.2969610800   5.7253174300  0.00000000  0.00000000  0.00000000   0.6000966400
Na   16.8728355000   14.0258550400   8.4162583500  0.00000000  0.00000000  0.00000000   0.6033134800
Na   2.7236249100   11.2399636600   8.5729093800  0.00000000  0.00000000  0.00000000   0.6019720900
Na   2.7736858000   14.0920603100   5.5550105900  0.00000000  0.00000000  0.00000000   0.6026297200
Cl   2.7410259500   11.3015360900   5.6954867000  0.00000000  0.00000000  0.00000000  -0.5937054300
Cl   0.1318226000   14.1582309900   5.8427274300  0.00000000  0.00000000  0.00000000  -0.5965464700
Cl   0.1221023500   11.3458718900   8.4373600300  0.00000000  0.00000000  0.00000000  -0.5975579900
Cl   2.7569935600   13.9793960900   8.4096204900  0.00000000  0.00000000  0.00000000  -0.5940052500
Na   0.0821900500   11.2280691700   11.2582970300  0.00000000  0.00000000  0.00000000   0.5965844700
Na   0.0689118400   14.0769669400   14.0139447600  0.00000000  0.00000000  0.00000000   0.5930245400
Na   2.8067175600   11.3276778700   14.2034680900  0.00000000  0.00000000  0.00000000   0.5965621800
